workforce_snapshot_key,snapshot_date,employee_id,dept_code,job_code,band,manager_employee_id,employment_status,hire_date,tenure_months,months_since_last_move,last_move_date,seniority_risk_window_flag,seniority_risk_window_label,warning_letter_count_12m,is_excluded_from_risk_list,exclusion_reason,flight_risk_score,flight_risk_band
16995,2024-02-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,116,116,2014-06-01,False,,0,False,,33.07,Medium
16996,2024-03-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,117,117,2014-06-01,False,,0,False,,33.07,Medium
16997,2024-04-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,118,118,2014-06-01,False,,0,False,,33.07,Medium
16998,2024-05-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,119,119,2014-06-01,False,,0,False,,33.07,Medium
16999,2024-06-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,120,120,2014-06-01,False,,0,False,,32.7,Low
17000,2024-07-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,121,121,2014-06-01,False,,0,False,,32.7,Low
17001,2024-08-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,122,122,2014-06-01,False,,0,False,,32.7,Low
17002,2024-09-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,123,123,2014-06-01,False,,0,False,,32.7,Low
17003,2024-10-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,124,0,2024-10-01,False,,0,False,,7.7,Low
17004,2024-11-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,125,1,2024-10-01,False,,0,False,,7.7,Low
17005,2024-12-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,126,2,2024-10-01,False,,0,False,,7.7,Low
17006,2025-01-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,127,3,2024-10-01,False,,0,False,,9.57,Low
17007,2025-02-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,128,4,2024-10-01,False,,1,False,,9.57,Low
17008,2025-03-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,129,5,2024-10-01,False,,1,False,,9.57,Low
17009,2025-04-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,130,6,2024-10-01,False,,1,False,,9.57,Low
17010,2025-05-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,131,7,2024-10-01,False,,1,False,,9.57,Low
17011,2025-06-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,132,8,2024-10-01,False,,1,False,,8.09,Low
17012,2025-07-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,133,9,2024-10-01,False,,1,False,,8.09,Low
17013,2025-08-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,134,10,2024-10-01,False,,1,False,,8.09,Low
17014,2025-09-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,135,11,2024-10-01,False,,1,False,,8.09,Low
17015,2025-10-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,136,12,2024-10-01,False,,1,False,,8.09,Low
17016,2025-11-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,137,13,2024-10-01,False,,1,False,,8.09,Low
17017,2025-12-01,E000361,01CN000059,MJ043S,Band 4,E000639,Active,2014-06-01,138,14,2024-10-01,False,,1,False,,8.09,Low
17018,2021-01-01,E000362,01CN000080,M00107,Band 4,E001610,Active,2010-06-01,127,127,2010-06-01,False,,0,False,,40.77,Medium
17019,2021-02-01,E000362,01CN000080,M00107,Band 4,E001610,Active,2010-06-01,128,128,2010-06-01,False,,0,False,,40.86,Medium
17020,2021-03-01,E000362,01CN000080,M00107,Band 4,E001610,Active,2010-06-01,129,129,2010-06-01,False,,0,False,,39.61,Medium
17021,2021-04-01,E000362,01CN000080,M00107,Band 4,E001610,Active,2010-06-01,130,130,2010-06-01,False,,0,False,,36.77,Medium
17022,2021-05-01,E000362,01CN000080,M00107,Band 4,E001610,Active,2010-06-01,131,131,2010-06-01,False,,0,False,,37.9,Medium
17023,2021-06-01,E000362,01CN000080,M00107,Band 4,E001610,Active,2010-06-01,132,132,2010-06-01,False,,0,False,,35.92,Medium
17024,2021-07-01,E000362,01CN000080,M00107,Band 4,E001610,Active,2010-06-01,133,133,2010-06-01,False,,0,False,,36.55,Medium
17025,2021-08-01,E000362,01CN000080,M00107,Band 4,E001610,Active,2010-06-01,134,134,2010-06-01,False,,0,False,,35.13,Medium
17026,2021-09-01,E000362,01CN000080,M00107,Band 4,E001610,Terminated,2010-06-01,135,135,2010-06-01,False,,0,False,,37.26,Medium
17027,2021-01-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,8,8,2020-05-01,False,,0,False,,4.76,Low
17028,2021-02-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,9,9,2020-05-01,False,,0,False,,4.76,Low
17029,2021-03-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,10,10,2020-05-01,False,,0,False,,4.76,Low
17030,2021-04-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,11,11,2020-05-01,True,12M_ANNIVERSARY,0,False,,11.76,Low
17031,2021-05-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,12,12,2020-05-01,True,12M_ANNIVERSARY,0,False,,10.81,Low
17032,2021-06-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,13,13,2020-05-01,True,12M_ANNIVERSARY,0,False,,10.81,Low
17033,2021-07-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,14,14,2020-05-01,False,,0,False,,3.81,Low
17034,2021-08-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,15,15,2020-05-01,False,,0,False,,3.81,Low
17035,2021-09-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,16,16,2020-05-01,False,,0,False,,3.81,Low
17036,2021-10-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,17,17,2020-05-01,True,18M_ANNIVERSARY,0,False,,10.81,Low
17037,2021-11-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,18,18,2020-05-01,True,18M_ANNIVERSARY,0,False,,10.81,Low
17038,2021-12-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,19,19,2020-05-01,True,18M_ANNIVERSARY,0,False,,10.81,Low
17039,2022-01-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,20,20,2020-05-01,False,,0,False,,5.93,Low
17040,2022-02-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,21,21,2020-05-01,False,,0,False,,5.93,Low
17041,2022-03-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,22,22,2020-05-01,False,,0,False,,5.93,Low
17042,2022-04-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,23,23,2020-05-01,False,,0,False,,5.93,Low
17043,2022-05-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,24,24,2020-05-01,False,,0,False,,5.3,Low
17044,2022-06-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,25,25,2020-05-01,False,,0,False,,6.0,Low
17045,2022-07-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,26,26,2020-05-01,False,,0,False,,6.69,Low
17046,2022-08-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,27,27,2020-05-01,False,,0,False,,7.39,Low
17047,2022-09-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,28,28,2020-05-01,False,,0,False,,8.08,Low
17048,2022-10-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,29,29,2020-05-01,False,,0,False,,8.77,Low
17049,2022-11-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,30,30,2020-05-01,False,,0,False,,9.47,Low
17050,2022-12-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,31,31,2020-05-01,False,,0,False,,10.16,Low
17051,2023-01-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,32,32,2020-05-01,False,,0,False,,12.89,Low
17052,2023-02-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,33,33,2020-05-01,False,,0,False,,13.58,Low
17053,2023-03-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,34,34,2020-05-01,False,,0,False,,14.28,Low
17054,2023-04-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,35,35,2020-05-01,False,,0,False,,14.97,Low
17055,2023-05-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,36,36,2020-05-01,False,,0,False,,14.2,Low
17056,2023-06-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,37,37,2020-05-01,False,,0,False,,14.9,Low
17057,2023-07-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,38,38,2020-05-01,False,,0,False,,15.59,Low
17058,2023-08-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,39,39,2020-05-01,False,,0,False,,16.29,Low
17059,2023-09-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,40,40,2020-05-01,False,,0,False,,16.98,Low
17060,2023-10-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,41,41,2020-05-01,False,,0,False,,17.68,Low
17061,2023-11-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,42,42,2020-05-01,False,,0,False,,18.58,Low
17062,2023-12-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,43,43,2020-05-01,False,,0,False,,19.06,Low
17063,2024-01-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,44,44,2020-05-01,False,,0,False,,21.75,Low
17064,2024-02-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,45,45,2020-05-01,False,,0,False,,22.45,Low
17065,2024-03-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,46,46,2020-05-01,False,,0,False,,23.14,Low
17066,2024-04-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,47,47,2020-05-01,False,,0,False,,24.83,Low
17067,2024-05-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,48,48,2020-05-01,False,,0,False,,24.32,Low
17068,2024-06-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,49,49,2020-05-01,False,,0,False,,27.18,Low
17069,2024-07-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,50,50,2020-05-01,False,,0,False,,26.91,Low
17070,2024-08-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,51,51,2020-05-01,False,,0,False,,26.4,Low
17071,2024-09-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,52,52,2020-05-01,False,,0,False,,27.09,Low
17072,2024-10-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,53,53,2020-05-01,False,,0,False,,27.79,Low
17073,2024-11-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,54,54,2020-05-01,False,,0,False,,28.48,Low
17074,2024-12-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,55,55,2020-05-01,False,,0,False,,29.18,Low
17075,2025-01-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,56,56,2020-05-01,False,,0,False,,31.75,Low
17076,2025-02-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,57,57,2020-05-01,False,,0,False,,32.44,Low
17077,2025-03-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,58,58,2020-05-01,False,,0,False,,33.14,Medium
17078,2025-04-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,59,59,2020-05-01,False,,0,False,,33.83,Medium
17079,2025-05-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,60,60,2020-05-01,False,,0,False,,33.99,Medium
17080,2025-06-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,61,61,2020-05-01,False,,0,False,,33.99,Medium
17081,2025-07-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,62,62,2020-05-01,False,,0,False,,33.99,Medium
17082,2025-08-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,63,63,2020-05-01,False,,0,False,,33.99,Medium
17083,2025-09-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,64,64,2020-05-01,False,,0,False,,33.99,Medium
17084,2025-10-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,65,65,2020-05-01,False,,0,False,,33.99,Medium
17085,2025-11-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,66,66,2020-05-01,False,,0,False,,33.99,Medium
17086,2025-12-01,E000363,01CN000037,M00107,Band 4,E001677,Active,2020-05-01,67,67,2020-05-01,False,,0,False,,33.99,Medium
17087,2021-01-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,16,16,2019-09-01,False,,0,False,,5.5,Low
17088,2021-02-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,17,0,2021-02-01,True,18M_ANNIVERSARY,0,False,,11.42,Low
17089,2021-03-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,18,1,2021-02-01,True,18M_ANNIVERSARY,0,False,,11.42,Low
17090,2021-04-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,19,2,2021-02-01,True,18M_ANNIVERSARY,0,False,,11.42,Low
17091,2021-05-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,20,3,2021-02-01,False,,0,False,,4.42,Low
17092,2021-06-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,21,4,2021-02-01,False,,0,False,,4.42,Low
17093,2021-07-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,22,5,2021-02-01,False,,0,False,,4.42,Low
17094,2021-08-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,23,6,2021-02-01,False,,0,False,,4.42,Low
17095,2021-09-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,24,7,2021-02-01,False,,0,False,,3.0,Low
17096,2021-10-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,25,8,2021-02-01,False,,0,False,,3.0,Low
17097,2021-11-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,26,9,2021-02-01,False,,0,False,,3.0,Low
17098,2021-12-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,27,10,2021-02-01,False,,0,False,,3.0,Low
17099,2022-01-01,E000364,01CN000084,MK013M,Band 6,E001799,Active,2019-09-01,28,11,2021-02-01,False,,0,False,,4.31,Low
17100,2022-02-01,E000364,01CN000084,MK013M,Band 6,E001799,Terminated,2019-09-01,29,12,2021-02-01,False,,0,False,,4.31,Low
17101,2021-01-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,41,41,2017-08-01,False,,0,False,,28.6,Low
17102,2021-02-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,42,42,2017-08-01,False,,0,False,,29.83,Low
17103,2021-03-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,43,43,2017-08-01,False,,0,False,,34.24,Medium
17104,2021-04-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,44,0,2021-04-01,False,,0,False,,19.29,Low
17105,2021-05-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,45,1,2021-04-01,False,,0,False,,20.83,Low
17106,2021-06-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,46,2,2021-04-01,False,,0,False,,19.75,Low
17107,2021-07-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,47,3,2021-04-01,False,,0,False,,18.54,Low
17108,2021-08-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,48,4,2021-04-01,False,,0,False,,15.25,Low
17109,2021-09-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,49,5,2021-04-01,False,,0,False,,19.33,Low
17110,2021-10-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,50,6,2021-04-01,False,,0,False,,20.25,Low
17111,2021-11-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,51,7,2021-04-01,False,,0,False,,19.88,Low
17112,2021-12-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,52,8,2021-04-01,False,,0,False,,16.58,Low
17113,2022-01-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,53,9,2021-04-01,False,,0,False,,18.81,Low
17114,2022-02-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,54,10,2021-04-01,False,,0,False,,20.35,Low
17115,2022-03-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,55,11,2021-04-01,False,,0,False,,19.35,Low
17116,2022-04-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,56,12,2021-04-01,False,,0,False,,21.19,Low
17117,2022-05-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,57,13,2021-04-01,False,,0,False,,21.27,Low
17118,2022-06-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,58,14,2021-04-01,False,,0,False,,19.1,Low
17119,2022-07-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,59,15,2021-04-01,False,,0,False,,20.23,Low
17120,2022-08-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,60,16,2021-04-01,False,,0,False,,18.21,Low
17121,2022-09-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,61,17,2021-04-01,False,,0,False,,19.58,Low
17122,2022-10-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,62,0,2022-10-01,False,,0,False,,18.75,Low
17123,2022-11-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,63,1,2022-10-01,False,,0,False,,20.12,Low
17124,2022-12-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,64,2,2022-10-01,False,,0,False,,12.04,Low
17125,2023-01-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,65,3,2022-10-01,False,,0,False,,22.43,Low
17126,2023-02-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,66,4,2022-10-01,False,,0,False,,21.26,Low
17127,2023-03-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,67,5,2022-10-01,False,,0,False,,22.14,Low
17128,2023-04-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,68,6,2022-10-01,False,,0,False,,19.47,Low
17129,2023-05-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,69,7,2022-10-01,False,,0,False,,20.35,Low
17130,2023-06-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,70,8,2022-10-01,False,,0,False,,18.01,Low
17131,2023-07-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,71,9,2022-10-01,False,,0,False,,20.72,Low
17132,2023-08-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,72,10,2022-10-01,False,,0,False,,25.06,Low
17133,2023-09-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,73,11,2022-10-01,False,,0,False,,19.94,Low
17134,2023-10-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,74,12,2022-10-01,False,,0,False,,18.23,Low
17135,2023-11-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,75,13,2022-10-01,False,,0,False,,17.48,Low
17136,2023-12-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,76,14,2022-10-01,False,,0,False,,23.9,Low
17137,2024-01-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,77,15,2022-10-01,False,,0,False,,20.34,Low
17138,2024-02-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,78,16,2022-10-01,False,,0,False,,19.89,Low
17139,2024-03-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,79,17,2022-10-01,False,,0,False,,23.14,Low
17140,2024-04-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,80,18,2022-10-01,False,,0,False,,24.39,Low
17141,2024-05-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,81,19,2022-10-01,False,,0,False,,23.89,Low
17142,2024-06-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,82,20,2022-10-01,False,,0,False,,23.01,Low
17143,2024-07-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,83,21,2022-10-01,False,,0,False,,22.14,Low
17144,2024-08-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,84,22,2022-10-01,False,,0,False,,21.5,Low
17145,2024-09-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,85,23,2022-10-01,False,,0,False,,22.75,Low
17146,2024-10-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,86,24,2022-10-01,False,,0,False,,20.42,Low
17147,2024-11-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,87,25,2022-10-01,False,,0,False,,22.94,Low
17148,2024-12-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,88,26,2022-10-01,False,,0,False,,22.39,Low
17149,2025-01-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,89,27,2022-10-01,False,,0,False,,25.88,Low
17150,2025-02-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,90,28,2022-10-01,False,,0,False,,27.12,Low
17151,2025-03-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,91,29,2022-10-01,False,,0,False,,28.23,Low
17152,2025-04-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,92,30,2022-10-01,False,,0,False,,27.84,Low
17153,2025-05-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,93,31,2022-10-01,False,,0,False,,28.91,Low
17154,2025-06-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,94,32,2022-10-01,False,,0,False,,30.69,Low
17155,2025-07-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,95,33,2022-10-01,False,,0,False,,28.8,Low
17156,2025-08-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,96,34,2022-10-01,False,,0,False,,28.37,Low
17157,2025-09-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,97,35,2022-10-01,False,,0,False,,31.73,Low
17158,2025-10-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,98,36,2022-10-01,False,,0,False,,34.93,Medium
17159,2025-11-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,99,37,2022-10-01,False,,0,False,,32.25,Low
17160,2025-12-01,E000365,01CN000068,MJ162E,Band 5,E000689,Active,2017-08-01,100,38,2022-10-01,False,,0,False,,36.28,Medium
17161,2021-01-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,6,6,2020-07-01,False,,0,False,,4.44,Low
17162,2021-02-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,7,7,2020-07-01,False,,0,False,,6.44,Low
17163,2021-03-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,8,8,2020-07-01,False,,0,False,,8.69,Low
17164,2021-04-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,9,9,2020-07-01,False,,0,False,,5.48,Low
17165,2021-05-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,10,10,2020-07-01,False,,0,False,,5.48,Low
17166,2021-06-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,11,11,2020-07-01,True,12M_ANNIVERSARY,0,False,,16.6,Low
17167,2021-07-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,12,12,2020-07-01,True,12M_ANNIVERSARY,0,False,,14.37,Low
17168,2021-08-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,13,13,2020-07-01,True,12M_ANNIVERSARY,0,False,,14.37,Low
17169,2021-09-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,14,14,2020-07-01,False,,0,False,,4.0,Low
17170,2021-10-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,15,0,2021-10-01,False,,0,False,,7.96,Low
17171,2021-11-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,16,1,2021-10-01,False,,0,False,,7.96,Low
17172,2021-12-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,17,2,2021-10-01,True,18M_ANNIVERSARY,0,False,,15.83,Low
17173,2022-01-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,18,3,2021-10-01,True,18M_ANNIVERSARY,0,False,,15.65,Low
17174,2022-02-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,19,4,2021-10-01,True,18M_ANNIVERSARY,0,False,,18.23,Low
17175,2022-03-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,20,5,2021-10-01,False,,0,False,,10.57,Low
17176,2022-04-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,21,6,2021-10-01,False,,0,False,,6.44,Low
17177,2022-05-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,22,7,2021-10-01,False,,0,False,,10.07,Low
17178,2022-06-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,23,8,2021-10-01,False,,0,False,,12.15,Low
17179,2022-07-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,24,9,2021-10-01,False,,0,False,,8.3,Low
17180,2022-08-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,25,10,2021-10-01,False,,0,False,,8.93,Low
17181,2022-09-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,26,11,2021-10-01,False,,0,False,,11.13,Low
17182,2022-10-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,27,12,2021-10-01,False,,0,False,,9.51,Low
17183,2022-11-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,28,13,2021-10-01,False,,0,False,,11.47,Low
17184,2022-12-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,29,14,2021-10-01,False,,0,False,,7.68,Low
17185,2023-01-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,30,15,2021-10-01,False,,0,False,,12.43,Low
17186,2023-02-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,31,16,2021-10-01,False,,0,False,,8.97,Low
17187,2023-03-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,32,17,2021-10-01,False,,0,False,,8.14,Low
17188,2023-04-01,E000366,01CN000062,MK034S,Band 3,E000499,Active,2020-07-01,33,18,2021-10-01,False,,0,False,,10.3,Low
