salary_snapshot_key,employee_id,snapshot_date,dept_code,band,base_salary,currency_code,market_p50,salary_gap_to_p50_pct,compa_ratio,is_pay_frozen,pay_freeze_months
11985,E000253,2022-10-01,01CN000057,Band 5,37314320,VND,34240000,0.0898,1.0898,False,0
11986,E000253,2022-11-01,01CN000057,Band 5,37314320,VND,34240000,0.0898,1.0898,False,0
11987,E000253,2022-12-01,01CN000057,Band 5,37314320,VND,34240000,0.0898,1.0898,False,0
11988,E000253,2023-01-01,01CN000057,Band 5,37314320,VND,36637000,0.0185,1.0185,False,0
11989,E000253,2023-02-01,01CN000057,Band 5,37314320,VND,36637000,0.0185,1.0185,False,0
11990,E000253,2023-03-01,01CN000057,Band 5,37314320,VND,36637000,0.0185,1.0185,False,0
11991,E000253,2023-04-01,01CN000057,Band 5,37314320,VND,36637000,0.0185,1.0185,False,0
11992,E000253,2023-05-01,01CN000057,Band 5,37314320,VND,36637000,0.0185,1.0185,False,0
11993,E000253,2023-06-01,01CN000057,Band 5,37314320,VND,36637000,0.0185,1.0185,False,0
11994,E000253,2023-07-01,01CN000057,Band 5,37314320,VND,36637000,0.0185,1.0185,False,0
11995,E000253,2023-08-01,01CN000057,Band 5,39454975,VND,36637000,0.0769,1.0769,False,0
11996,E000253,2023-09-01,01CN000057,Band 5,39454975,VND,36637000,0.0769,1.0769,False,0
11997,E000253,2023-10-01,01CN000057,Band 5,39454975,VND,36637000,0.0769,1.0769,False,0
11998,E000253,2023-11-01,01CN000057,Band 5,39454975,VND,36637000,0.0769,1.0769,False,0
11999,E000253,2023-12-01,01CN000057,Band 5,39454975,VND,36637000,0.0769,1.0769,False,0
12000,E000253,2024-01-01,01CN000057,Band 5,39454975,VND,39201000,0.0065,1.0065,False,0
12001,E000253,2024-02-01,01CN000057,Band 5,39454975,VND,39201000,0.0065,1.0065,False,0
12002,E000253,2024-03-01,01CN000057,Band 5,39454975,VND,39201000,0.0065,1.0065,False,0
12003,E000253,2024-04-01,01CN000057,Band 5,39454975,VND,39201000,0.0065,1.0065,False,0
12004,E000253,2024-05-01,01CN000057,Band 5,39454975,VND,39201000,0.0065,1.0065,False,0
12005,E000253,2024-06-01,01CN000057,Band 5,39454975,VND,39201000,0.0065,1.0065,False,0
12006,E000253,2024-07-01,01CN000057,Band 5,39454975,VND,39201000,0.0065,1.0065,False,0
12007,E000253,2024-08-01,01CN000057,Band 5,42836154,VND,39201000,0.0927,1.0927,False,0
12008,E000253,2024-09-01,01CN000057,Band 5,42836154,VND,39201000,0.0927,1.0927,False,0
12009,E000253,2024-10-01,01CN000057,Band 5,42836154,VND,39201000,0.0927,1.0927,False,0
12010,E000253,2024-11-01,01CN000057,Band 5,42836154,VND,39201000,0.0927,1.0927,False,0
12011,E000253,2024-12-01,01CN000057,Band 5,42836154,VND,39201000,0.0927,1.0927,False,0
12012,E000253,2025-01-01,01CN000057,Band 5,42836154,VND,41945000,0.0212,1.0212,False,0
12013,E000253,2025-02-01,01CN000057,Band 5,42836154,VND,41945000,0.0212,1.0212,False,0
12014,E000253,2025-03-01,01CN000057,Band 5,42836154,VND,41945000,0.0212,1.0212,False,0
12015,E000253,2025-04-01,01CN000057,Band 5,42836154,VND,41945000,0.0212,1.0212,False,0
12016,E000253,2025-05-01,01CN000057,Band 5,42836154,VND,41945000,0.0212,1.0212,False,0
12017,E000253,2025-06-01,01CN000057,Band 5,42836154,VND,41945000,0.0212,1.0212,False,0
12018,E000253,2025-07-01,01CN000057,Band 5,42836154,VND,41945000,0.0212,1.0212,False,0
12019,E000253,2025-08-01,01CN000057,Band 5,46005883,VND,41945000,0.0968,1.0968,False,0
12020,E000253,2025-09-01,01CN000057,Band 5,46005883,VND,41945000,0.0968,1.0968,False,0
12021,E000253,2025-10-01,01CN000057,Band 5,46005883,VND,41945000,0.0968,1.0968,False,0
12022,E000253,2025-11-01,01CN000057,Band 5,46005883,VND,41945000,0.0968,1.0968,False,0
12023,E000253,2025-12-01,01CN000057,Band 5,46005883,VND,41945000,0.0968,1.0968,False,0
12024,E000254,2021-01-01,01CN000085,Band 4,22198391,VND,24000000,-0.0751,0.9249,False,0
12025,E000254,2021-02-01,01CN000085,Band 4,22198391,VND,24000000,-0.0751,0.9249,False,0
12026,E000254,2021-03-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12027,E000254,2021-04-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12028,E000254,2021-05-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12029,E000254,2021-06-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12030,E000254,2021-07-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12031,E000254,2021-08-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12032,E000254,2021-09-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12033,E000254,2021-10-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12034,E000254,2021-11-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12035,E000254,2021-12-01,01CN000085,Band 4,23586832,VND,24000000,-0.0172,0.9828,False,0
12036,E000254,2022-01-01,01CN000085,Band 4,23586832,VND,25680000,-0.0815,0.9185,False,0
12037,E000254,2022-02-01,01CN000085,Band 4,23586832,VND,25680000,-0.0815,0.9185,False,0
12038,E000254,2022-03-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12039,E000254,2022-04-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12040,E000254,2022-05-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12041,E000254,2022-06-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12042,E000254,2022-07-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12043,E000254,2022-08-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12044,E000254,2022-09-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12045,E000254,2022-10-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12046,E000254,2022-11-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12047,E000254,2022-12-01,01CN000085,Band 4,25008178,VND,25680000,-0.0262,0.9738,False,0
12048,E000254,2023-01-01,01CN000085,Band 4,25008178,VND,27478000,-0.0899,0.9101,False,0
12049,E000254,2023-02-01,01CN000085,Band 4,25008178,VND,27478000,-0.0899,0.9101,False,0
12050,E000254,2023-03-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12051,E000254,2023-04-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12052,E000254,2023-05-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12053,E000254,2023-06-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12054,E000254,2023-07-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12055,E000254,2023-08-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12056,E000254,2023-09-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12057,E000254,2023-10-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12058,E000254,2023-11-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12059,E000254,2023-12-01,01CN000085,Band 4,26500979,VND,27478000,-0.0356,0.9644,False,0
12060,E000255,2021-01-01,01CN000003,Band 3,13267178,VND,19000000,-0.3017,0.6983,False,0
12061,E000255,2021-02-01,01CN000003,Band 3,13267178,VND,19000000,-0.3017,0.6983,False,0
12062,E000255,2021-03-01,01CN000003,Band 3,13267178,VND,19000000,-0.3017,0.6983,False,0
12063,E000255,2021-04-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12064,E000255,2021-05-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12065,E000255,2021-06-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12066,E000255,2021-07-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12067,E000255,2021-08-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12068,E000255,2021-09-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12069,E000255,2021-10-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12070,E000255,2021-11-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12071,E000255,2021-12-01,01CN000003,Band 3,13641492,VND,19000000,-0.282,0.718,False,0
12072,E000255,2022-01-01,01CN000003,Band 3,13641492,VND,20330000,-0.329,0.671,False,0
12073,E000255,2022-02-01,01CN000003,Band 3,13641492,VND,20330000,-0.329,0.671,False,0
12074,E000255,2022-03-01,01CN000003,Band 3,13641492,VND,20330000,-0.329,0.671,False,0
12075,E000255,2022-04-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12076,E000255,2022-05-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12077,E000255,2022-06-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12078,E000255,2022-07-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12079,E000255,2022-08-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12080,E000255,2022-09-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12081,E000255,2022-10-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12082,E000255,2022-11-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12083,E000255,2022-12-01,01CN000003,Band 3,14412557,VND,20330000,-0.2911,0.7089,False,0
12084,E000255,2023-01-01,01CN000003,Band 3,14412557,VND,21753000,-0.3374,0.6626,False,0
12085,E000255,2023-02-01,01CN000003,Band 3,14412557,VND,21753000,-0.3374,0.6626,False,0
12086,E000255,2023-03-01,01CN000003,Band 3,14412557,VND,21753000,-0.3374,0.6626,False,0
12087,E000255,2023-04-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12088,E000255,2023-05-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12089,E000255,2023-06-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12090,E000255,2023-07-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12091,E000255,2023-08-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12092,E000255,2023-09-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12093,E000255,2023-10-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12094,E000255,2023-11-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12095,E000255,2023-12-01,01CN000003,Band 3,14685638,VND,21753000,-0.3249,0.6751,False,0
12096,E000255,2024-01-01,01CN000003,Band 3,14685638,VND,23276000,-0.3691,0.6309,False,0
12097,E000255,2024-02-01,01CN000003,Band 3,14685638,VND,23276000,-0.3691,0.6309,False,0
12098,E000255,2024-03-01,01CN000003,Band 3,14685638,VND,23276000,-0.3691,0.6309,False,0
12099,E000255,2024-04-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12100,E000255,2024-05-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12101,E000255,2024-06-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12102,E000255,2024-07-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12103,E000255,2024-08-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12104,E000255,2024-09-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12105,E000255,2024-10-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12106,E000255,2024-11-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12107,E000255,2024-12-01,01CN000003,Band 3,15490225,VND,23276000,-0.3345,0.6655,False,0
12108,E000255,2025-01-01,01CN000003,Band 3,15490225,VND,24905000,-0.378,0.622,False,0
12109,E000255,2025-02-01,01CN000003,Band 3,15490225,VND,24905000,-0.378,0.622,False,0
12110,E000255,2025-03-01,01CN000003,Band 3,15490225,VND,24905000,-0.378,0.622,False,0
12111,E000255,2025-04-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12112,E000255,2025-05-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12113,E000255,2025-06-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12114,E000255,2025-07-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12115,E000255,2025-08-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12116,E000255,2025-09-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12117,E000255,2025-10-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12118,E000255,2025-11-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12119,E000255,2025-12-01,01CN000003,Band 3,16506467,VND,24905000,-0.3372,0.6628,False,0
12120,E000256,2021-01-01,01CN000057,Band 4,25082251,VND,24000000,0.0451,1.0451,False,0
12121,E000256,2021-02-01,01CN000057,Band 4,25082251,VND,24000000,0.0451,1.0451,False,0
12122,E000256,2021-03-01,01CN000057,Band 4,25082251,VND,24000000,0.0451,1.0451,False,0
12123,E000256,2021-04-01,01CN000057,Band 4,25082251,VND,24000000,0.0451,1.0451,False,0
12124,E000256,2021-05-01,01CN000057,Band 4,25926401,VND,24000000,0.0803,1.0803,False,0
12125,E000256,2021-06-01,01CN000057,Band 4,25926401,VND,24000000,0.0803,1.0803,False,0
12126,E000256,2021-07-01,01CN000057,Band 4,25926401,VND,24000000,0.0803,1.0803,False,0
12127,E000256,2021-08-01,01CN000057,Band 4,25926401,VND,24000000,0.0803,1.0803,False,0
12128,E000256,2021-09-01,01CN000057,Band 4,25926401,VND,24000000,0.0803,1.0803,False,0
12129,E000256,2021-10-01,01CN000057,Band 4,25926401,VND,24000000,0.0803,1.0803,False,0
12130,E000256,2021-11-01,01CN000057,Band 4,25926401,VND,24000000,0.0803,1.0803,False,0
12131,E000256,2021-12-01,01CN000057,Band 4,25926401,VND,24000000,0.0803,1.0803,False,0
12132,E000256,2022-01-01,01CN000057,Band 4,25926401,VND,25680000,0.0096,1.0096,False,0
12133,E000256,2022-02-01,01CN000057,Band 4,25926401,VND,25680000,0.0096,1.0096,False,0
12134,E000256,2022-03-01,01CN000057,Band 4,25926401,VND,25680000,0.0096,1.0096,False,0
12135,E000256,2022-04-01,01CN000057,Band 4,25926401,VND,25680000,0.0096,1.0096,False,0
12136,E000256,2022-05-01,01CN000057,Band 4,26701998,VND,25680000,0.0398,1.0398,False,0
12137,E000256,2022-06-01,01CN000057,Band 4,26701998,VND,25680000,0.0398,1.0398,False,0
12138,E000257,2021-01-01,01QT000002,Band 6,45602364,VND,45000000,0.0134,1.0134,False,0
12139,E000257,2021-02-01,01QT000002,Band 6,45602364,VND,45000000,0.0134,1.0134,False,0
12140,E000257,2021-03-01,01QT000002,Band 6,45602364,VND,45000000,0.0134,1.0134,False,0
12141,E000257,2021-04-01,01QT000002,Band 6,45602364,VND,45000000,0.0134,1.0134,False,0
12142,E000257,2021-05-01,01QT000002,Band 6,45602364,VND,45000000,0.0134,1.0134,False,0
12143,E000257,2021-06-01,01QT000002,Band 6,45602364,VND,45000000,0.0134,1.0134,False,0
12144,E000257,2021-07-01,01QT000002,Band 6,48725690,VND,45000000,0.0828,1.0828,False,0
12145,E000257,2021-08-01,01QT000002,Band 6,48725690,VND,45000000,0.0828,1.0828,False,0
12146,E000257,2021-09-01,01QT000002,Band 6,48725690,VND,45000000,0.0828,1.0828,False,0
12147,E000257,2021-10-01,01QT000002,Band 6,48725690,VND,45000000,0.0828,1.0828,False,0
12148,E000257,2021-11-01,01QT000002,Band 6,48725690,VND,45000000,0.0828,1.0828,False,0
12149,E000257,2021-12-01,01QT000002,Band 6,48725690,VND,45000000,0.0828,1.0828,False,0
12150,E000257,2022-01-01,01QT000002,Band 6,48725690,VND,48150000,0.012,1.012,False,0
12151,E000257,2022-02-01,01QT000002,Band 6,48725690,VND,48150000,0.012,1.012,False,0
12152,E000257,2022-03-01,01QT000002,Band 6,48725690,VND,48150000,0.012,1.012,False,0
12153,E000257,2022-04-01,01QT000002,Band 6,48725690,VND,48150000,0.012,1.012,False,0
12154,E000257,2022-05-01,01QT000002,Band 6,48725690,VND,48150000,0.012,1.012,False,0
12155,E000257,2022-06-01,01QT000002,Band 6,48725690,VND,48150000,0.012,1.012,False,0
12156,E000257,2022-07-01,01QT000002,Band 6,51476396,VND,48150000,0.0691,1.0691,False,0
12157,E000257,2022-08-01,01QT000002,Band 6,51476396,VND,48150000,0.0691,1.0691,False,0
12158,E000257,2022-09-01,01QT000002,Band 6,51476396,VND,48150000,0.0691,1.0691,False,0
12159,E000257,2022-10-01,01QT000002,Band 6,51476396,VND,48150000,0.0691,1.0691,False,0
12160,E000257,2022-11-01,01QT000002,Band 6,51476396,VND,48150000,0.0691,1.0691,False,0
12161,E000257,2022-12-01,01QT000002,Band 6,51476396,VND,48150000,0.0691,1.0691,False,0
12162,E000257,2023-01-01,01QT000002,Band 6,51476396,VND,51520000,-0.0008,0.9992,False,0
12163,E000257,2023-02-01,01QT000002,Band 6,51476396,VND,51520000,-0.0008,0.9992,False,0
12164,E000257,2023-03-01,01QT000002,Band 6,51476396,VND,51520000,-0.0008,0.9992,False,0
12165,E000257,2023-04-01,01QT000002,Band 6,51476396,VND,51520000,-0.0008,0.9992,False,0
12166,E000257,2023-05-01,01QT000002,Band 6,51476396,VND,51520000,-0.0008,0.9992,False,0
12167,E000257,2023-06-01,01QT000002,Band 6,51476396,VND,51520000,-0.0008,0.9992,False,0
12168,E000257,2023-07-01,01QT000002,Band 6,53991099,VND,51520000,0.048,1.048,False,0
12169,E000257,2023-08-01,01QT000002,Band 6,53991099,VND,51520000,0.048,1.048,False,0
12170,E000257,2023-09-01,01QT000002,Band 6,53991099,VND,51520000,0.048,1.048,False,0
12171,E000257,2023-10-01,01QT000002,Band 6,53991099,VND,51520000,0.048,1.048,False,0
12172,E000257,2023-11-01,01QT000002,Band 6,53991099,VND,51520000,0.048,1.048,False,0
12173,E000257,2023-12-01,01QT000002,Band 6,53991099,VND,51520000,0.048,1.048,False,0
12174,E000257,2024-01-01,01QT000002,Band 6,53991099,VND,55127000,-0.0206,0.9794,False,0
12175,E000257,2024-02-01,01QT000002,Band 6,53991099,VND,55127000,-0.0206,0.9794,False,0
12176,E000257,2024-03-01,01QT000002,Band 6,53991099,VND,55127000,-0.0206,0.9794,False,0
12177,E000257,2024-04-01,01QT000002,Band 6,53991099,VND,55127000,-0.0206,0.9794,False,0
12178,E000257,2024-05-01,01QT000002,Band 6,53991099,VND,55127000,-0.0206,0.9794,False,0
12179,E000257,2024-06-01,01QT000002,Band 6,53991099,VND,55127000,-0.0206,0.9794,False,0
12180,E000257,2024-07-01,01QT000002,Band 6,55784050,VND,55127000,0.0119,1.0119,False,0
12181,E000257,2024-08-01,01QT000002,Band 6,55784050,VND,55127000,0.0119,1.0119,False,0
12182,E000257,2024-09-01,01QT000002,Band 6,55784050,VND,55127000,0.0119,1.0119,False,0
12183,E000257,2024-10-01,01QT000002,Band 6,55784050,VND,55127000,0.0119,1.0119,False,0
12184,E000257,2024-11-01,01QT000002,Band 6,55784050,VND,55127000,0.0119,1.0119,False,0
12185,E000257,2024-12-01,01QT000002,Band 6,55784050,VND,55127000,0.0119,1.0119,False,0
12186,E000257,2025-01-01,01QT000002,Band 6,55784050,VND,58986000,-0.0543,0.9457,False,0
12187,E000257,2025-02-01,01QT000002,Band 6,55784050,VND,58986000,-0.0543,0.9457,False,0
12188,E000257,2025-03-01,01QT000002,Band 6,55784050,VND,58986000,-0.0543,0.9457,False,0
12189,E000257,2025-04-01,01QT000002,Band 6,55784050,VND,58986000,-0.0543,0.9457,False,0
12190,E000257,2025-05-01,01QT000002,Band 6,55784050,VND,58986000,-0.0543,0.9457,False,0
12191,E000257,2025-06-01,01QT000002,Band 6,55784050,VND,58986000,-0.0543,0.9457,False,0
12192,E000257,2025-07-01,01QT000002,Band 6,58591059,VND,58986000,-0.0067,0.9933,False,0
12193,E000257,2025-08-01,01QT000002,Band 6,58591059,VND,58986000,-0.0067,0.9933,False,0
12194,E000257,2025-09-01,01QT000002,Band 6,58591059,VND,58986000,-0.0067,0.9933,False,0
12195,E000257,2025-10-01,01QT000002,Band 6,58591059,VND,58986000,-0.0067,0.9933,False,0
12196,E000257,2025-11-01,01QT000002,Band 6,58591059,VND,58986000,-0.0067,0.9933,False,0
12197,E000257,2025-12-01,01QT000002,Band 6,58591059,VND,58986000,-0.0067,0.9933,False,0
12198,E000258,2021-01-01,01CN000058,Band 8,94591213,VND,100000000,-0.0541,0.9459,False,0
12199,E000258,2021-02-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12200,E000258,2021-03-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12201,E000258,2021-04-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12202,E000258,2021-05-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12203,E000258,2021-06-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12204,E000258,2021-07-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12205,E000258,2021-08-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12206,E000258,2021-09-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12207,E000258,2021-10-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12208,E000258,2021-11-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12209,E000258,2021-12-01,01CN000058,Band 8,98538521,VND,100000000,-0.0146,0.9854,False,0
12210,E000258,2022-01-01,01CN000058,Band 8,98538521,VND,107000000,-0.0791,0.9209,False,0
12211,E000258,2022-02-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12212,E000258,2022-03-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12213,E000258,2022-04-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12214,E000258,2022-05-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12215,E000258,2022-06-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12216,E000258,2022-07-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12217,E000258,2022-08-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12218,E000258,2022-09-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12219,E000258,2022-10-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12220,E000258,2022-11-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12221,E000258,2022-12-01,01CN000058,Band 8,104544428,VND,107000000,-0.0229,0.9771,False,0
12222,E000258,2023-01-01,01CN000058,Band 8,104544428,VND,114490000,-0.0869,0.9131,False,0
12223,E000258,2023-02-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12224,E000258,2023-03-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12225,E000258,2023-04-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12226,E000258,2023-05-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12227,E000258,2023-06-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12228,E000258,2023-07-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12229,E000258,2023-08-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12230,E000258,2023-09-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12231,E000258,2023-10-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12232,E000258,2023-11-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12233,E000258,2023-12-01,01CN000058,Band 8,111428001,VND,114490000,-0.0267,0.9733,False,0
12234,E000258,2024-01-01,01CN000058,Band 8,111428001,VND,122504000,-0.0904,0.9096,False,0
12235,E000258,2024-02-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12236,E000258,2024-03-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12237,E000258,2024-04-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12238,E000258,2024-05-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12239,E000258,2024-06-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12240,E000258,2024-07-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12241,E000258,2024-08-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12242,E000258,2024-09-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12243,E000258,2024-10-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12244,E000258,2024-11-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12245,E000258,2024-12-01,01CN000058,Band 8,114943728,VND,122504000,-0.0617,0.9383,False,0
12246,E000258,2025-01-01,01CN000058,Band 8,114943728,VND,131080000,-0.1231,0.8769,False,0
12247,E000258,2025-02-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12248,E000258,2025-03-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12249,E000258,2025-04-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12250,E000258,2025-05-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12251,E000258,2025-06-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12252,E000258,2025-07-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12253,E000258,2025-08-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12254,E000258,2025-09-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12255,E000258,2025-10-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12256,E000258,2025-11-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12257,E000258,2025-12-01,01CN000058,Band 8,122653425,VND,131080000,-0.0643,0.9357,False,0
12258,E000259,2021-01-01,01CN000068,Band 3,15737546,VND,19000000,-0.1717,0.8283,False,0
12259,E000259,2021-02-01,01CN000068,Band 3,15737546,VND,19000000,-0.1717,0.8283,False,0
