termination_key,employee_id,dept_code,termination_date,last_working_date,termination_type,termination_reason_code,is_regretted_loss,tenure_at_termination_months,band
286,E000636,01CN000086,2023-12-01,2023-12-01,Voluntary,PERSONAL,True,27,Band 3
287,E000643,01CN000039,2023-03-01,2023-03-01,Voluntary,PERSONAL,True,18,Band 5
288,E000647,01CN000021,2024-11-01,2024-11-01,Voluntary,PERSONAL,True,37,Band 5
289,E000648,01CN000033,2024-02-01,2024-02-01,Voluntary,CAREER_CHANGE,False,28,Band 4
290,E000649,01CN000013,2022-10-01,2022-10-01,Voluntary,OTHER,False,12,Band 5
291,E000651,01CN000041,2023-09-01,2023-09-01,Voluntary,PERSONAL,False,23,Band 3
292,E000652,01QT000012,2024-09-01,2024-09-01,Involuntary,RELOCATION,True,35,Band 2
293,E000660,01QT000002,2024-08-01,2024-08-01,Voluntary,OTHER,True,34,K
294,E000661,01QT000006,2022-09-01,2022-09-01,Voluntary,PERSONAL,False,11,Band 4
295,E000664,01CN000070,2022-11-01,2022-11-01,Voluntary,RELOCATION,False,12,Band 6
296,E000667,01CN000059,2023-05-01,2023-05-01,Involuntary,COMPENSATION,True,18,Band 4
297,E000668,01CN000069,2022-03-01,2022-03-01,Voluntary,PERSONAL,True,4,Band 6
298,E000670,01CN000037,2025-08-01,2025-08-01,Voluntary,PERSONAL,False,45,Band 4
299,E000671,01QT000015,2025-08-01,2025-08-01,Involuntary,PERFORMANCE,True,45,Band 6
300,E000674,01CN000020,2024-12-01,2024-12-01,Voluntary,CAREER_CHANGE,False,37,Band 6
301,E000680,01CN000040,2024-10-01,2024-10-01,Voluntary,RELOCATION,True,35,Band 4
302,E000682,01CN000048,2022-12-01,2022-12-01,Voluntary,PERSONAL,True,12,Band 6
303,E000688,01CN000069,2025-08-01,2025-08-01,Voluntary,PERSONAL,False,44,Band 4
304,E000692,01QT000018,2022-03-01,2022-03-01,Voluntary,CAREER_CHANGE,True,3,Band 2
305,E000693,01CN000027,2023-01-01,2023-01-01,Voluntary,OTHER,False,13,Band 4
306,E000694,01CN000053,2022-08-01,2022-08-01,Voluntary,PERFORMANCE,False,8,Band 5
307,E000697,01CN000023,2023-01-01,2023-01-01,Voluntary,CAREER_CHANGE,True,13,Band 4
308,E000698,01QT000006,2024-11-01,2024-11-01,Voluntary,COMPENSATION,False,35,Band 3
309,E000700,01CN000071,2024-09-01,2024-09-01,Voluntary,PERSONAL,False,32,Band 5
310,E000703,01CN000057,2025-08-01,2025-08-01,Voluntary,RELOCATION,False,43,Band 6
311,E000704,01QT000008,2022-05-01,2022-05-01,Voluntary,CAREER_CHANGE,True,4,Band 4
312,E000705,01CN000037,2022-05-01,2022-05-01,Voluntary,OTHER,False,4,Band 5
313,E000709,01CN000044,2022-09-01,2022-09-01,Voluntary,CAREER_CHANGE,False,8,Band 4
314,E000710,01QT000011,2022-02-01,2022-02-01,Voluntary,OTHER,False,1,Band 7
315,E000711,01CN000080,2022-05-01,2022-05-01,Voluntary,RELOCATION,True,4,Band 4
316,E000715,01CN000087,2022-08-01,2022-08-01,Voluntary,COMPENSATION,False,7,Band 5
317,E000717,01CN000027,2022-07-01,2022-07-01,Voluntary,COMPENSATION,False,5,Band 3
318,E000718,01CN000010,2023-02-01,2023-02-01,Involuntary,PERFORMANCE,True,12,Band 4
319,E000719,01CN000083,2022-05-01,2022-05-01,Voluntary,PERSONAL,False,3,K
320,E000721,01QT000001,2023-10-01,2023-10-01,Voluntary,CAREER_CHANGE,False,20,Band 7
321,E000724,01QT000024,2022-06-01,2022-06-01,Voluntary,PERSONAL,True,4,Band 4
322,E000731,01CN000085,2025-10-01,2025-10-01,Voluntary,CAREER_CHANGE,False,44,Band 4
323,E000732,01CN000010,2025-12-01,2025-12-01,Voluntary,PERSONAL,False,46,Band 5
324,E000736,01CN000023,2023-09-01,2023-09-01,Voluntary,RELOCATION,True,18,Band 2
325,E000738,01CN000006,2024-08-01,2024-08-01,Voluntary,PERFORMANCE,True,29,Band 4
326,E000741,01CN000079,2023-11-01,2023-11-01,Voluntary,OTHER,False,20,Band 3
327,E000744,01CN000004,2023-03-01,2023-03-01,Voluntary,OTHER,False,12,Band 3
328,E000745,01QT000013,2024-04-01,2024-04-01,Involuntary,PERFORMANCE,True,25,Band 3
329,E000748,01CN000057,2022-12-01,2022-12-01,Voluntary,RELOCATION,False,9,Band 5
330,E000751,01CN000028,2022-08-01,2022-08-01,Voluntary,COMPENSATION,True,5,Band 8
331,E000752,01CN000029,2024-07-01,2024-07-01,Voluntary,PERSONAL,False,28,Band 2
332,E000753,01CN000015,2025-09-01,2025-09-01,Voluntary,CAREER_CHANGE,True,42,Band 2
333,E000759,01CN000001,2022-07-01,2022-07-01,Voluntary,PERFORMANCE,False,3,Band 3
334,E000761,01CN000069,2024-06-01,2024-06-01,Voluntary,RELOCATION,True,26,Band 4
335,E000762,01CN000057,2022-07-01,2022-07-01,Voluntary,PERSONAL,True,3,Band 6
336,E000763,01CN000076,2023-04-01,2023-04-01,Voluntary,PERSONAL,True,12,Band 4
337,E000767,01CN000027,2025-10-01,2025-10-01,Voluntary,PERFORMANCE,False,42,Band 4
338,E000768,01CN000009,2023-11-01,2023-11-01,Voluntary,RELOCATION,False,19,Band 4
339,E000769,01QT000010,2023-08-01,2023-08-01,Voluntary,COMPENSATION,False,16,Band 4
340,E000771,01CN000072,2022-07-01,2022-07-01,Voluntary,CAREER_CHANGE,False,3,Band 4
341,E000772,01CN000060,2023-01-01,2023-01-01,Voluntary,CAREER_CHANGE,True,9,Band 4
342,E000781,01CN000068,2024-10-01,2024-10-01,Voluntary,OTHER,False,29,Band 4
343,E000782,01QT000008,2023-05-01,2023-05-01,Voluntary,OTHER,False,12,Band 5
344,E000786,01CN000083,2025-06-01,2025-06-01,Voluntary,COMPENSATION,False,37,Band 2
345,E000787,01CN000019,2025-06-01,2025-06-01,Voluntary,OTHER,True,37,Band 4
346,E000788,01QT000005,2022-12-01,2022-12-01,Voluntary,PERFORMANCE,False,7,Band 5
347,E000789,01CN000024,2022-12-01,2022-12-01,Voluntary,PERSONAL,False,7,Band 4
348,E000792,01CN000037,2023-12-01,2023-12-01,Voluntary,PERSONAL,False,19,Band 4
349,E000793,01CN000012,2023-06-01,2023-06-01,Voluntary,CAREER_CHANGE,True,12,Band 6
350,E000794,01CN000029,2023-02-01,2023-02-01,Voluntary,COMPENSATION,False,8,Band 4
351,E000797,01CN000037,2025-05-01,2025-05-01,Involuntary,PERSONAL,False,35,Band 4
352,E000798,01QT000023,2024-10-01,2024-10-01,Voluntary,PERFORMANCE,True,28,Band 3
353,E000799,01QT000018,2023-12-01,2023-12-01,Voluntary,COMPENSATION,True,18,Band 8
354,E000800,01CN000029,2024-06-01,2024-06-01,Voluntary,COMPENSATION,True,24,Band 6
355,E000802,01CN000069,2025-04-01,2025-04-01,Voluntary,RELOCATION,True,34,Band 6
356,E000804,01QT000018,2025-11-01,2025-11-01,Voluntary,PERFORMANCE,False,41,Band 2
357,E000805,01CN000022,2025-02-01,2025-02-01,Voluntary,OTHER,True,32,Band 4
358,E000808,01CN000042,2023-12-01,2023-12-01,Voluntary,RELOCATION,False,18,Band 4
359,E000809,01QT000023,2023-03-01,2023-03-01,Voluntary,PERFORMANCE,False,9,Band 4
360,E000813,01CN000015,2024-01-01,2024-01-01,Voluntary,RELOCATION,True,18,Band 3
361,E000818,01CN000017,2024-05-01,2024-05-01,Involuntary,PERSONAL,True,22,Band 2
362,E000819,01CN000062,2025-08-01,2025-08-01,Involuntary,PERFORMANCE,True,37,K
363,E000820,01CN000008,2023-07-01,2023-07-01,Voluntary,RELOCATION,False,12,Band 4
364,E000822,01QT000017,2023-07-01,2023-07-01,Voluntary,RELOCATION,False,12,Band 3
365,E000825,01CN000059,2025-10-01,2025-10-01,Voluntary,PERFORMANCE,False,39,Band 4
366,E000827,01CN000039,2025-09-01,2025-09-01,Voluntary,RELOCATION,False,38,Band 2
367,E000829,01QT000005,2023-08-01,2023-08-01,Voluntary,PERSONAL,True,13,Band 3
368,E000830,01CN000023,2024-03-01,2024-03-01,Voluntary,PERSONAL,True,20,Band 3
369,E000832,01CN000060,2023-11-01,2023-11-01,Voluntary,PERFORMANCE,False,16,K
370,E000835,01CN000031,2023-08-01,2023-08-01,Voluntary,PERSONAL,False,12,Band 6
371,E000836,01CN000034,2023-05-01,2023-05-01,Voluntary,PERSONAL,False,9,Band 2
372,E000838,01CN000074,2025-06-01,2025-06-01,Voluntary,PERFORMANCE,False,34,Band 3
373,E000839,01CN000060,2025-05-01,2025-05-01,Voluntary,COMPENSATION,False,33,Band 4
374,E000841,01CN000081,2023-01-01,2023-01-01,Involuntary,COMPENSATION,False,5,Band 3
375,E000843,01CN000053,2024-10-01,2024-10-01,Voluntary,CAREER_CHANGE,False,26,Band 6
376,E000844,01CN000020,2022-12-01,2022-12-01,Voluntary,PERFORMANCE,False,4,Band 3
377,E000845,01CN000073,2023-08-01,2023-08-01,Voluntary,PERFORMANCE,True,12,Band 4
378,E000849,01CN000064,2024-02-01,2024-02-01,Voluntary,OTHER,True,18,Band 3
379,E000850,01CN000027,2024-04-01,2024-04-01,Involuntary,PERFORMANCE,False,20,Band 3
380,E000852,01CN000079,2022-09-01,2022-09-01,Voluntary,RELOCATION,False,1,K
381,E000855,01CN000010,2025-10-01,2025-10-01,Voluntary,OTHER,True,37,Band 3
382,E000856,01CN000037,2023-06-01,2023-06-01,Voluntary,RELOCATION,True,9,Band 4
383,E000857,01CN000059,2023-08-01,2023-08-01,Voluntary,CAREER_CHANGE,False,11,Band 3
384,E000858,01CN000013,2022-12-01,2022-12-01,Voluntary,CAREER_CHANGE,True,3,Band 2
385,E000859,01CN000044,2025-06-01,2025-06-01,Voluntary,RELOCATION,False,33,Band 3
386,E000864,01CN000008,2023-11-01,2023-11-01,Voluntary,CAREER_CHANGE,False,14,Band 3
387,E000865,01CN000060,2024-12-01,2024-12-01,Voluntary,RELOCATION,True,27,Band 3
388,E000866,01CN000057,2025-01-01,2025-01-01,Voluntary,OTHER,False,28,Band 6
389,E000867,01CN000029,2023-09-01,2023-09-01,Voluntary,OTHER,False,12,Band 5
390,E000870,01CN000010,2023-09-01,2023-09-01,Voluntary,RELOCATION,False,12,Band 6
391,E000871,01CN000002,2024-03-01,2024-03-01,Voluntary,RELOCATION,False,18,Band 5
392,E000873,01QT000005,2024-08-01,2024-08-01,Voluntary,RELOCATION,True,22,Band 5
393,E000878,01CN000061,2023-01-01,2023-01-01,Involuntary,RELOCATION,True,3,Band 4
394,E000880,01CN000031,2024-04-01,2024-04-01,Voluntary,OTHER,False,18,Band 5
395,E000881,01CN000012,2023-08-01,2023-08-01,Voluntary,OTHER,False,10,Band 4
396,E000885,01QT000016,2023-08-01,2023-08-01,Voluntary,PERFORMANCE,False,10,Band 5
397,E000887,01CN000053,2025-10-01,2025-10-01,Voluntary,PERFORMANCE,False,36,Band 5
398,E000889,01CN000024,2023-07-01,2023-07-01,Voluntary,RELOCATION,False,9,Band 4
399,E000890,01CN000076,2025-02-01,2025-02-01,Voluntary,RELOCATION,False,28,Band 4
400,E000892,01CN000057,2023-10-01,2023-10-01,Voluntary,OTHER,False,12,Band 4
401,E000897,01QT000008,2024-02-01,2024-02-01,Voluntary,COMPENSATION,False,15,Band 2
402,E000898,01QT000013,2023-02-01,2023-02-01,Voluntary,OTHER,False,3,Band 6
403,E000901,01CN000019,2023-11-01,2023-11-01,Voluntary,CAREER_CHANGE,True,12,Band 2
404,E000902,01CN000048,2023-01-01,2023-01-01,Voluntary,OTHER,False,2,Band 3
405,E000904,01CN000021,2023-02-01,2023-02-01,Voluntary,PERFORMANCE,False,3,Band 6
406,E000907,01CN000067,2023-06-01,2023-06-01,Voluntary,COMPENSATION,True,7,Band 2
407,E000909,01CN000020,2023-01-01,2023-01-01,Voluntary,RELOCATION,True,2,Band 4
408,E000912,01CN000040,2024-05-01,2024-05-01,Voluntary,RELOCATION,True,18,Band 3
409,E000913,01CN000057,2024-06-01,2024-06-01,Voluntary,RELOCATION,False,19,Band 6
410,E000916,01CN000037,2023-04-01,2023-04-01,Voluntary,RELOCATION,False,4,Band 4
411,E000919,01QT000010,2023-12-01,2023-12-01,Involuntary,CAREER_CHANGE,False,12,Band 3
412,E000921,01CN000057,2025-02-01,2025-02-01,Voluntary,COMPENSATION,True,26,Band 5
413,E000922,01CN000068,2025-10-01,2025-10-01,Voluntary,PERSONAL,False,34,Band 2
414,E000923,01CN000012,2024-02-01,2024-02-01,Voluntary,PERSONAL,False,14,Band 2
415,E000926,01CN000024,2023-06-01,2023-06-01,Involuntary,OTHER,True,6,Band 2
416,E000927,01CN000063,2023-02-01,2023-02-01,Involuntary,RELOCATION,False,2,Band 6
417,E000930,01CN000003,2024-11-01,2024-11-01,Voluntary,PERSONAL,False,23,Band 5
418,E000931,01CN000064,2024-06-01,2024-06-01,Involuntary,PERFORMANCE,True,18,Band 2
419,E000933,01CN000072,2024-12-01,2024-12-01,Voluntary,COMPENSATION,False,24,K
420,E000936,01CN000070,2025-06-01,2025-06-01,Voluntary,COMPENSATION,True,29,Band 4
421,E000937,01CN000019,2025-07-01,2025-07-01,Voluntary,CAREER_CHANGE,False,30,Band 4
422,E000940,01QT000010,2023-11-01,2023-11-01,Voluntary,OTHER,False,10,Band 5
423,E000941,01CN000006,2023-11-01,2023-11-01,Involuntary,OTHER,True,10,Band 3
424,E000943,01QT000010,2024-01-01,2024-01-01,Involuntary,PERFORMANCE,True,12,Band 5
425,E000944,01QT000012,2025-08-01,2025-08-01,Voluntary,COMPENSATION,True,31,Band 5
426,E000945,01CN000057,2023-12-01,2023-12-01,Voluntary,OTHER,False,11,Band 4
427,E000947,01CN000078,2024-12-01,2024-12-01,Voluntary,PERFORMANCE,False,23,Band 5
428,E000950,01CN000068,2024-07-01,2024-07-01,Voluntary,RELOCATION,False,18,Band 3
429,E000951,01CN000002,2023-02-01,2023-02-01,Voluntary,PERFORMANCE,True,1,K
430,E000958,01CN000002,2024-09-01,2024-09-01,Voluntary,PERSONAL,False,19,Band 4
431,E000959,01CN000060,2024-02-01,2024-02-01,Involuntary,PERSONAL,True,12,Band 6
432,E000962,01CN000037,2024-12-01,2024-12-01,Voluntary,PERFORMANCE,True,22,Band 5
433,E000963,01CN000059,2024-12-01,2024-12-01,Voluntary,COMPENSATION,True,22,Band 3
434,E000964,01CN000028,2024-02-01,2024-02-01,Voluntary,OTHER,False,12,Band 5
435,E000970,01CN000083,2023-08-01,2023-08-01,Voluntary,CAREER_CHANGE,True,6,Band 6
436,E000973,01CN000019,2023-12-01,2023-12-01,Voluntary,RELOCATION,False,10,Band 4
437,E000976,01CN000025,2024-02-01,2024-02-01,Voluntary,COMPENSATION,True,12,Band 3
438,E000983,01CN000003,2024-03-01,2024-03-01,Voluntary,CAREER_CHANGE,False,12,Band 4
439,E000984,01CN000041,2025-07-01,2025-07-01,Voluntary,PERSONAL,False,28,Band 3
440,E000987,01CN000006,2024-09-01,2024-09-01,Voluntary,RELOCATION,False,18,Band 3
441,E000988,01CN000062,2025-05-01,2025-05-01,Involuntary,OTHER,False,26,Band 2
442,E000989,01CN000037,2025-10-01,2025-10-01,Voluntary,OTHER,False,31,Band 4
443,E000993,01QT000024,2023-05-01,2023-05-01,Voluntary,PERFORMANCE,False,2,Band 4
444,E000994,01CN000057,2025-02-01,2025-02-01,Voluntary,PERFORMANCE,False,23,Band 4
445,E000996,01CN000041,2025-09-01,2025-09-01,Voluntary,RELOCATION,True,30,Band 3
446,E000997,01CN000028,2024-03-01,2024-03-01,Voluntary,CAREER_CHANGE,False,12,Band 4
447,E000999,01CN000008,2025-01-01,2025-01-01,Voluntary,RELOCATION,False,22,Band 4
448,E001003,01CN000061,2024-11-01,2024-11-01,Voluntary,PERSONAL,False,19,Band 4
449,E001005,01QT000005,2023-09-01,2023-09-01,Voluntary,RELOCATION,True,5,Band 5
450,E001009,01CN000058,2024-04-01,2024-04-01,Voluntary,PERFORMANCE,False,12,Band 3
451,E001015,01CN000009,2023-11-01,2023-11-01,Voluntary,OTHER,True,7,Band 4
452,E001018,01CN000038,2024-04-01,2024-04-01,Voluntary,PERSONAL,True,12,Band 2
453,E001020,01QT000018,2024-03-01,2024-03-01,Involuntary,OTHER,False,11,Band 8
454,E001021,01CN000079,2023-08-01,2023-08-01,Voluntary,PERSONAL,False,4,Band 4
455,E001022,01CN000033,2023-06-01,2023-06-01,Voluntary,PERFORMANCE,False,2,Band 3
456,E001028,01CN000080,2025-03-01,2025-03-01,Voluntary,PERSONAL,False,22,Band 2
457,E001029,01CN000027,2024-05-01,2024-05-01,Voluntary,RELOCATION,False,12,Band 6
458,E001032,01CN000003,2025-12-01,2025-12-01,Voluntary,PERSONAL,False,31,Band 4
459,E001033,01CN000001,2024-12-01,2024-12-01,Voluntary,CAREER_CHANGE,True,19,Band 5
460,E001035,01CN000044,2025-06-01,2025-06-01,Voluntary,PERFORMANCE,False,25,Band 4
461,E001037,01CN000023,2023-09-01,2023-09-01,Involuntary,RELOCATION,True,4,Band 3
462,E001038,01CN000040,2025-02-01,2025-02-01,Voluntary,RELOCATION,True,21,Band 2
463,E001040,01CN000064,2025-06-01,2025-06-01,Voluntary,COMPENSATION,False,25,Band 3
464,E001044,01QT000010,2024-05-01,2024-05-01,Voluntary,RELOCATION,True,12,Band 2
465,E001046,01CN000008,2025-12-01,2025-12-01,Involuntary,OTHER,True,31,Band 6
466,E001052,01CN000022,2025-05-01,2025-05-01,Voluntary,COMPENSATION,True,23,K
467,E001053,01CN000042,2023-12-01,2023-12-01,Voluntary,RELOCATION,False,6,Band 6
468,E001054,01CN000033,2024-09-01,2024-09-01,Voluntary,RELOCATION,True,15,Band 4
469,E001055,01QT000008,2024-12-01,2024-12-01,Involuntary,COMPENSATION,True,18,Band 2
470,E001062,01CN000013,2024-06-01,2024-06-01,Involuntary,RELOCATION,True,12,Band 6
471,E001063,01CN000003,2024-01-01,2024-01-01,Voluntary,CAREER_CHANGE,True,7,Band 4
472,E001065,01QT000013,2025-09-01,2025-09-01,Involuntary,OTHER,True,27,Band 1
473,E001069,01CN000002,2024-01-01,2024-01-01,Voluntary,COMPENSATION,True,7,Band 2
474,E001076,01CN000061,2024-06-01,2024-06-01,Voluntary,PERFORMANCE,True,11,Band 3
475,E001078,01CN000044,2023-10-01,2023-10-01,Voluntary,OTHER,False,3,Band 5
476,E001080,01CN000085,2024-07-01,2024-07-01,Voluntary,PERSONAL,True,12,K
477,E001082,01CN000078,2025-06-01,2025-06-01,Voluntary,COMPENSATION,False,23,Band 5
478,E001086,01CN000001,2024-12-01,2024-12-01,Voluntary,PERSONAL,False,17,Band 6
479,E001092,01CN000059,2023-08-01,2023-08-01,Voluntary,CAREER_CHANGE,False,1,Band 5
480,E001098,01CN000012,2024-08-01,2024-08-01,Voluntary,OTHER,True,12,Band 3
481,E001099,01CN000079,2024-06-01,2024-06-01,Voluntary,PERFORMANCE,True,10,K
482,E001108,01CN000033,2025-05-01,2025-05-01,Involuntary,RELOCATION,True,21,Band 3
483,E001112,01QT000017,2024-08-01,2024-08-01,Involuntary,PERSONAL,True,12,Band 2
484,E001113,01CN000034,2024-12-01,2024-12-01,Voluntary,PERSONAL,False,16,K
485,E001114,01QT000015,2024-06-01,2024-06-01,Voluntary,PERFORMANCE,False,10,Band 6
486,E001120,01QT000016,2024-09-01,2024-09-01,Voluntary,CAREER_CHANGE,False,12,Band 3
487,E001121,01CN000031,2024-01-01,2024-01-01,Voluntary,OTHER,True,4,Band 2
488,E001126,01CN000041,2025-01-01,2025-01-01,Voluntary,CAREER_CHANGE,True,16,K
489,E001130,01CN000022,2024-06-01,2024-06-01,Involuntary,COMPENSATION,False,9,Band 3
490,E001134,01CN000013,2024-11-01,2024-11-01,Involuntary,CAREER_CHANGE,False,14,Band 3
491,E001138,01CN000079,2024-09-01,2024-09-01,Voluntary,PERSONAL,True,12,Band 3
492,E001141,01CN000050,2024-10-01,2024-10-01,Voluntary,COMPENSATION,True,12,Band 5
493,E001143,01CN000054,2024-03-01,2024-03-01,Voluntary,RELOCATION,True,5,Band 4
494,E001145,01QT000010,2024-09-01,2024-09-01,Voluntary,RELOCATION,False,11,Band 3
495,E001147,01CN000072,2024-03-01,2024-03-01,Voluntary,COMPENSATION,False,5,Band 2
496,E001148,01CN000079,2025-08-01,2025-08-01,Voluntary,OTHER,False,22,Band 4
497,E001150,01CN000076,2024-10-01,2024-10-01,Voluntary,CAREER_CHANGE,False,12,Band 2
498,E001152,01CN000040,2025-11-01,2025-11-01,Voluntary,RELOCATION,False,25,K
499,E001153,01CN000023,2024-10-01,2024-10-01,Voluntary,CAREER_CHANGE,False,12,Band 3
500,E001155,01CN000068,2024-05-01,2024-05-01,Voluntary,PERSONAL,False,7,Band 5
501,E001156,01CN000081,2024-08-01,2024-08-01,Voluntary,PERFORMANCE,True,10,Band 3
502,E001157,01CN000073,2024-10-01,2024-10-01,Voluntary,OTHER,False,12,Band 2
503,E001164,01CN000031,2025-09-01,2025-09-01,Voluntary,PERFORMANCE,True,22,Band 2
504,E001168,01QT000007,2025-07-01,2025-07-01,Voluntary,OTHER,False,20,Band 3
505,E001171,01CN000034,2025-08-01,2025-08-01,Voluntary,CAREER_CHANGE,True,21,Band 3
506,E001173,01CN000085,2024-04-01,2024-04-01,Voluntary,RELOCATION,True,5,Band 3
507,E001175,01CN000001,2025-12-01,2025-12-01,Voluntary,COMPENSATION,True,25,Band 3
508,E001177,01CN000060,2024-02-01,2024-02-01,Voluntary,OTHER,True,3,Band 4
509,E001187,01CN000076,2024-11-01,2024-11-01,Involuntary,COMPENSATION,True,12,Band 3
510,E001195,01CN000019,2024-10-01,2024-10-01,Voluntary,COMPENSATION,False,10,Band 3
511,E001199,01CN000031,2025-01-01,2025-01-01,Voluntary,PERSONAL,False,13,Band 2
512,E001200,01CN000085,2025-08-01,2025-08-01,Voluntary,OTHER,True,20,Band 2
513,E001201,01CN000079,2025-06-01,2025-06-01,Voluntary,RELOCATION,True,18,Band 4
514,E001203,01CN000057,2024-12-01,2024-12-01,Voluntary,PERSONAL,True,12,Band 5
515,E001208,01CN000001,2024-03-01,2024-03-01,Voluntary,CAREER_CHANGE,False,3,K
516,E001209,01CN000025,2024-02-01,2024-02-01,Voluntary,CAREER_CHANGE,True,2,Band 8
517,E001210,01CN000041,2024-12-01,2024-12-01,Voluntary,CAREER_CHANGE,True,12,Band 2
518,E001216,01CN000019,2025-04-01,2025-04-01,Voluntary,PERSONAL,False,15,Band 4
519,E001218,01CN000019,2025-07-01,2025-07-01,Voluntary,CAREER_CHANGE,False,18,Band 5
520,E001222,01CN000010,2024-10-01,2024-10-01,Involuntary,PERSONAL,False,9,Band 5
521,E001224,01CN000012,2025-09-01,2025-09-01,Voluntary,PERSONAL,False,20,Band 4
522,E001225,01CN000069,2025-01-01,2025-01-01,Voluntary,CAREER_CHANGE,True,12,Band 2
523,E001230,01QT000002,2025-07-01,2025-07-01,Voluntary,CAREER_CHANGE,False,18,Band 4
524,E001237,01CN000070,2025-02-01,2025-02-01,Voluntary,CAREER_CHANGE,False,12,Band 4
525,E001240,01CN000070,2024-06-01,2024-06-01,Voluntary,CAREER_CHANGE,False,4,Band 4
526,E001242,01CN000031,2025-02-01,2025-02-01,Voluntary,CAREER_CHANGE,True,12,K
527,E001243,01CN000044,2025-10-01,2025-10-01,Voluntary,PERSONAL,True,20,Band 3
528,E001246,01CN000039,2024-09-01,2024-09-01,Voluntary,PERFORMANCE,True,7,Band 3
529,E001247,01CN000040,2025-10-01,2025-10-01,Voluntary,RELOCATION,False,20,K
530,E001251,01CN000084,2025-02-01,2025-02-01,Voluntary,CAREER_CHANGE,False,12,Band 4
531,E001254,01CN000024,2025-02-01,2025-02-01,Voluntary,OTHER,False,12,Band 4
532,E001255,01CN000057,2025-08-01,2025-08-01,Voluntary,COMPENSATION,True,18,Band 6
533,E001277,01CN000042,2024-05-01,2024-05-01,Voluntary,RELOCATION,False,2,Band 4
534,E001281,01CN000057,2025-05-01,2025-05-01,Involuntary,OTHER,False,14,Band 4
535,E001284,01CN000023,2025-03-01,2025-03-01,Voluntary,CAREER_CHANGE,True,12,Band 6
536,E001285,01CN000038,2025-03-01,2025-03-01,Voluntary,COMPENSATION,False,12,K
537,E001289,01CN000064,2025-01-01,2025-01-01,Voluntary,PERFORMANCE,False,9,Band 6
538,E001295,01CN000067,2024-09-01,2024-09-01,Voluntary,COMPENSATION,True,5,Band 3
539,E001296,01CN000042,2025-10-01,2025-10-01,Voluntary,OTHER,True,18,Band 6
540,E001302,01CN000001,2025-05-01,2025-05-01,Voluntary,COMPENSATION,True,13,Band 4
541,E001310,01QT000009,2024-11-01,2024-11-01,Voluntary,PERFORMANCE,True,7,Band 5
542,E001311,01CN000001,2025-02-01,2025-02-01,Involuntary,PERFORMANCE,False,10,Band 3
543,E001314,01CN000080,2025-05-01,2025-05-01,Voluntary,CAREER_CHANGE,False,12,Band 3
544,E001328,01CN000070,2024-06-01,2024-06-01,Voluntary,RELOCATION,False,1,Band 4
545,E001329,01CN000038,2024-12-01,2024-12-01,Voluntary,CAREER_CHANGE,False,7,K
546,E001338,01CN000008,2025-04-01,2025-04-01,Voluntary,PERFORMANCE,False,11,Band 6
547,E001351,01CN000068,2025-12-01,2025-12-01,Involuntary,COMPENSATION,False,18,Band 4
548,E001355,01CN000031,2024-10-01,2024-10-01,Voluntary,PERFORMANCE,False,4,Band 2
549,E001358,01CN000087,2025-01-01,2025-01-01,Voluntary,PERFORMANCE,False,7,Band 2
550,E001361,01CN000057,2024-09-01,2024-09-01,Voluntary,OTHER,False,3,Band 6
551,E001362,01CN000037,2025-06-01,2025-06-01,Voluntary,CAREER_CHANGE,False,12,Band 4
552,E001364,01CN000006,2025-12-01,2025-12-01,Voluntary,PERSONAL,True,18,Band 4
553,E001365,01CN000073,2025-07-01,2025-07-01,Voluntary,PERSONAL,False,12,Band 4
554,E001366,01CN000069,2025-02-01,2025-02-01,Voluntary,COMPENSATION,False,7,Band 3
555,E001369,01CN000061,2025-06-01,2025-06-01,Voluntary,RELOCATION,False,11,Band 4
556,E001371,01CN000031,2025-07-01,2025-07-01,Voluntary,PERFORMANCE,True,12,Band 4
557,E001373,01CN000001,2025-02-01,2025-02-01,Involuntary,PERFORMANCE,True,7,K
558,E001386,01CN000034,2025-11-01,2025-11-01,Voluntary,COMPENSATION,False,16,Band 2
559,E001387,01CN000008,2025-08-01,2025-08-01,Voluntary,COMPENSATION,True,13,Band 3
560,E001392,01CN000070,2025-10-01,2025-10-01,Voluntary,CAREER_CHANGE,True,14,Band 3
561,E001399,01CN000078,2025-01-01,2025-01-01,Voluntary,PERFORMANCE,False,5,Band 5
562,E001402,01CN000022,2024-11-01,2024-11-01,Involuntary,CAREER_CHANGE,True,3,Band 5
563,E001406,01CN000024,2024-11-01,2024-11-01,Voluntary,COMPENSATION,True,3,Band 4
564,E001418,01CN000057,2025-01-01,2025-01-01,Voluntary,OTHER,True,4,Band 5
565,E001420,01CN000032,2025-10-01,2025-10-01,Voluntary,OTHER,True,13,Band 4
566,E001426,01CN000019,2025-09-01,2025-09-01,Voluntary,RELOCATION,False,12,Band 3
567,E001428,01QT000010,2025-02-01,2025-02-01,Involuntary,OTHER,True,5,Band 6
568,E001430,01CN000038,2025-09-01,2025-09-01,Voluntary,CAREER_CHANGE,False,12,Band 3
569,E001431,01CN000083,2024-11-01,2024-11-01,Voluntary,PERSONAL,False,2,Band 3
570,E001437,01CN000006,2025-09-01,2025-09-01,Involuntary,RELOCATION,True,12,Band 2
571,E001438,01CN000015,2024-12-01,2024-12-01,Voluntary,COMPENSATION,True,3,Band 5
