position_code,position_name,job_code,dept_code,reports_to_position_code,band,role_type,location_code,is_manager,status,job_group_code
1CN01030,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Đống Đa,MJ120S,01CN000073,1CN01241,Band 3,,HNO34,0,I,RM
1CN00103,Quản trị viên Ngân hàng Đối tác Chiến lược,MM008C,01CN000025,1CN01378,Band 2,,HSC01,0,A,BO
1CN01276,Quản trị viên Ngân hàng Đối tác Chiến lược,MM008C,01CN000025,1CN00830,Band 3,,HSC01,0,A,BO
1CN00090,Chuyên gia Quản lý Kinh doanh,M00160,01CN000004,1CN01080,Band 5,,HSC01,0,A,BO
1CN00152,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 2 Sở giao dịch (Hải Phòng),MJ162E,01CN000017,1CN00901,Band 5,,HPH01,0,I,RM
1CN01108,Chuyên viên chính Bán hàng Ngân hàng Giao dịch Miền Nam,MJ007S,01CN000052,1CN01115,Band 3,,HSC02,0,I,BO
1CN00384,Chuyên viên Vùng Cấp 1 Phòng Giải pháp Tài chính Doanh nghiệp Cấp 2,MJ004S,01CN000086,1CN00367,Band 3,,HSC01,0,A,BO
1CN00388,Chuyên viên chính Dự án Digital Corporation Core Banking,PB009S,01CN000055,1CN00908,Band 3,,HSC01,0,I,BO
1CN00185,Chuyên gia Điều phối Dự án Digital Corporation Core Banking,PB001E,01CN000055,1CN00908,Band 5,,HSC01,0,I,BO
1CN00250,Quản lý cao cấp Dự án Digital Corporation Core Banking,PB002E,01CN000055,1CN00908,Band 6,,HSC01,1,I,BO
1CN00290,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 5,MJ026M,01CN000017,1CN01351,Band 6,,HNO01,1,A,TL
1CN01328,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 6,MJ026M,01CN000021,1CN00806,Band 6,,HCM01,1,A,TL
1CN00276,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Quảng Ninh,M00109,01CN000044,1CN01243,Band 3,,QNI01,0,A,RM
1CN00351,Chuyên viên cao cấp Hỗ trợ Quan hệ khách hàng Doanh nghiệp lớn Ngành Miền Nam,MK008S,01CN000075,1CN00220,Band 4,,HCM01,0,I,ARM
1CN00107,Thành viên Dự án Chuyển đổi,PB031C,01HO000001,1HO00002,Band 6,,HSC01,1,I,BO
1CN00065,Quản trị viên Ngân hàng Đối tác Chiến lược Hồ Chí Minh,MM008C,01CN000025,1CN00516,Band 2,,HSC02,0,A,BO
1CN00823,Thành viên Dự án chuyển đổi (EB),PB031C,01HO000001,1PL00001,Band 3,,HSC01,0,I,BO
1CN00239,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Sài Gòn,MJ011M,01CN000067,1CN01319,Band 5,,HCM19,1,A,TL
1CN01161,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Sở giao dịch (Hải Phòng),MK091S,01CN000017,1CN00901,Band 3,,HPH01,0,I,ARM
1CN00067,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Sở giao dịch (Quảng Ninh),MK091S,01CN000017,1CN00213,Band 3,,QNI01,0,I,ARM
1CN00643,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Sở Giao dịch (Bắc Giang),MK092C,01CN000017,1CN00901,Band 2,,BGI01,0,I,ARM
1CN01252,Chuyên viên Vùng Cấp 2 Trung tâm Đối tác Kinh doanh Khu vực 2,M00169,01CN000005,1CN01229,Band 4,,HSC01,0,A,BO
1CN00301,Chuyên viên Vùng Cấp 2 Tổ Điều phối Hoạt động Kinh doanh Cấp 2,M00169,01CN000081,1CN00488,Band 4,,HSC02,0,A,BO
1CN00770,Chuyên viên Vùng Cấp 2 Phòng Giải pháp Tài chính Doanh nghiệp Cấp 2,M00169,01CN000086,1CN00367,Band 4,,HSC01,0,A,BO
1CN00696,Chuyên viên Chăm sóc khách hàng Kênh số,M00162,01CN000026,1CN00227,Band 2,,HSC01,0,I,BO
1CN00952,Chuyên gia Chất lượng dịch vụ và Kiểm soát tuân thủ,M00161,01CN000004,1CN01080,Band 5,,HSC01,0,A,BO
1CN00864,Giám đốc Thị trường và Tiềm năng khách hàng,M00163,01CN000039,1CN00683,Band 5,,HSC01,1,A,BO
1CN00669,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 2 (Cẩm Phả),MK091S,01CN000071,1CN01158,Band 3,,QNI07,0,A,ARM
1CN00648,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),MK061C,01CN000072,1CN00830,Band 2,,HNO65,0,A,ARM
1CN00492,Phó Giám đốc Ngành Xây dựng - Vật liệu Xây dựng miền Bắc,MJ032M,01CN000047,1CN00274,Band 7,,HNO01,1,I,BO
1CN01084,Phó Giám đốc Ngành Xây dựng - Vật liệu Xây dựng miền Nam,MJ032M,01CN000075,1CN00274,Band 7,,HCM01,1,I,BO
1CN01121,Thành viên dự án chuyển đổi (NHGD),PB031C,01HO000001,1HO00002,Band 4,,HSC01,0,I,BO
1CN00182,Giám đốc nghiệp vụ Tài trợ thương mại và tài trợ Chuỗi Dự án Digital Corporation Core Banking,PB003M,01CN000055,1CN00908,Band 5,,HSC01,1,I,BO
1CN01246,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Hà Đông (Văn Quán),MK015S,01CN000024,1CN00800,Band 3,,HNO49,0,A,ARM
1CN00657,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Tân Thuận,AA052C,01CN000040,1CN00769,K,,HCM17,0,A,BO
1CN01107,Chuyên gia cao cấp Dự án Digital Corporation Core Banking,PB005E,01CN000055,1CN00908,Band 6,,HSC01,0,I,BO
1CN01228,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Quảng Ninh,AA052C,01CN000044,1CN01243,K,,QNI01,0,A,BO
1CN01185,Cộng tác viên Kênh bán thay thế Hà Nội,AA052C,01CN000026,1CN01273,K,,HNO20,0,I,BO
1CN00909,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Quảng Ninh,MJ011M,01CN000044,1CN01243,Band 5,,QNI01,1,A,TL
1CN00692,Cộng tác viên Siêu Trung tâm Khách hàng Doanh nghiệp Hồ Chí Minh,AA052C,01CN000021,1CN00390,K,,HCM01,0,I,BO
1CN00113,Cộng tác viên Quản lý và Hỗ trợ kinh doanh,AA052C,01CN000015,1CN01080,K,,HSC01,0,I,BO
1CN00443,Cộng tác viên Kênh bán thay thế Hồ Chí Minh,AA052C,01CN000026,1CN01273,K,,HSC02,0,I,BO
1CN01124,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Hoàng Mai (Hoàng Văn Thái),AA052C,01CN000072,1CN00830,K,,HNO65,0,A,BO
1CN00335,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Vốn đầu tư Nước ngoài Miền Bắc,AA052C,01CN000057,1CN00783,K,,HNO01,0,A,BO
1CN00296,Cộng tác viên Hỗ trợ Trung tâm Khách hàng Doanh nghiệp Vốn đầu tư Nước ngoài Miền Nam,AA052C,01CN000057,1CN01061,K,,HCM01,0,A,BO
1CN00530,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Sở giao dịch (Cẩm Phả),MK091S,01CN000033,1CN00901,Band 2,,QNI07,0,I,ARM
1CN01093,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Đà Nẵng,MJ011M,01CN000023,1CN00959,Band 5,,DAN01,1,A,TL
1CN01175,Chuyên viên chính hỗ trợ Kênh Bán hàng và Phân phối,MJ035S,01CN000058,1CN00683,Band 3,,HSC01,0,A,BO
1CN00416,Thành viên Dự án Chuyển đổi,PB031C,01HO000001,1HO00001,Band 4,,HSC01,0,I,BO
1CN00398,Thành viên dự án chuyển đổi (EB),PB031C,01HO000001,1PL00001,Band 5,,HSC01,0,I,BO
1CN00368,Chuyên viên cao cấp Kênh bán thay thế Tp. Hồ Chí Minh,MJ065S,01CN000026,1CN00707,Band 4,,HSC02,0,I,BO
1CN00629,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Long Biên,MK015S,01CN000001,1CN00764,Band 3,,HNO63,0,A,ARM
1CN00373,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Bình Dương,MK015S,01CN000079,1CN00295,Band 3,,BDU01,0,A,ARM
1CN00280,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Cần Thơ,M00107,01CN000022,1CN00645,Band 4,,CTH01,0,A,RM
1CN00654,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Tân Bình,MJ011M,01CN000069,1CN01114,Band 5,,HCM41,1,A,TL
1CN00498,Giám đốc nghiệp vụ Kế Toán Dự án Digital Corporation Core Banking,LD010M,01CN000055,1CN00908,Band 5,,HSC01,1,I,BO
1CN01262,Chuyên gia Quản trị Kiến trúc và Giải pháp Công nghệ Dự án Digital Corporation Core Banking,IC004E,01CN000055,1CN00908,Band 5,,HSC01,0,I,BO
1CN00334,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Cầu Giấy,M00107,01CN000006,1CN00405,Band 4,,HNO52,0,A,RM
1CN00785,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Sở Giao dịch,MJ115C,01CN000033,1CN01062,K,,HNO01,0,I,RM
1CN00201,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Hồ Chí Minh,MJ115C,01CN000037,1CN00528,K,,HCM01,0,I,RM
1CN00502,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Hoàng Mai (Hoàng Văn Thái),MJ115C,01CN000072,1CN00830,K,,HNO65,0,I,RM
1CN00259,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Hải Phòng,MJ115C,01CN000020,1CN00199,K,,HPH01,0,I,RM
1CN00674,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Hà Đông (Văn Quán),MJ115C,01CN000024,1CN00800,K,,HNO49,0,I,RM
1CN00705,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Tây Hồ (Thụy Khuê),MJ115C,01CN000034,1CN00454,K,,HNO20,0,I,RM
1CN00281,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Bắc Ninh,MJ115C,01CN000070,1CN00060,K,,BNI01,0,I,RM
1CN00032,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Cầu Giấy,MJ115C,01CN000006,1CN00405,K,,HNO52,0,I,RM
1CN00884,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Đống Đa,MJ115C,01CN000073,1CN01241,K,,HNO34,0,I,RM
1CN01360,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Hà Nội,MJ115C,01CN000041,1CN00209,K,,HNO17,0,I,RM
1CN00189,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Long Biên,MJ115C,01CN000001,1CN00764,K,,HNO63,0,I,RM
1CN00853,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Quảng Ninh,MJ115C,01CN000044,1CN01243,K,,QNI01,0,I,RM
1CN00346,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Thanh Xuân,MJ115C,01CN000085,1CN00486,K,,HNO44,0,I,RM
1CN00719,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Bến Thành (Thị Nghè),MJ115C,01CN000076,1CN00767,K,,HCM10,0,I,RM
1CN01287,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Gò Vấp (Nguyễn Oanh),MJ115C,01CN000060,1CN01255,K,,HCM32,0,I,RM
1CN00365,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Bình Dương,MJ115C,01CN000079,1CN00295,K,,BDU01,0,I,RM
1CN00540,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Cần Thơ,MJ115C,01CN000022,1CN00645,K,,CTH01,0,I,RM
1CN00649,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Cộng Hòa,MJ115C,01CN000083,1CN00735,K,,HCM12,0,I,RM
1CN00257,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Đô Thành,MJ115C,01CN000061,1CN00277,K,,HCM29,0,I,RM
1CN01282,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Sài Gòn,MJ115C,01CN000067,1CN01319,K,,HCM19,0,I,RM
1CN00033,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Tân Bình,MJ115C,01CN000069,1CN01114,K,,HCM41,0,I,RM
1CN00223,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Vũng Tàu,MJ115C,01CN000059,1CN00027,K,,BRV01,0,I,RM
1CN00106,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Hải Châu,MJ115C,01CN000003,1CN00017,K,,DAN03,0,I,RM
1CN00641,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Đà Nẵng,MJ115C,01CN000023,1CN00959,K,,DAN01,0,I,RM
1CN01384,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Khánh Hòa,MJ115C,01CN000038,1CN00244,K,,KHO01,0,I,RM
1CN00608,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Nam Thăng Long (Times City),MJ115C,01CN000080,1CN01378,K,,HNO02,0,I,RM
1CN00497,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Trần Hưng Đạo,M00107,01CN000074,1CN01251,Band 4,,HCM40,0,A,RM
1CN00356,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Tân Thuận,MJ115C,01CN000040,1CN00769,K,,HCM34,0,I,RM
1CN01352,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Trần Hưng Đạo,MJ115C,01CN000074,1CN01251,K,,HCM27,0,I,RM
1CN00790,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Thành Công,M00108,01CN000034,1CN00454,Band 4,,HNO11,0,A,RM
1CN01176,Giám đốc Quan hệ Khách hàng doanh nghiệp Cấp 2 Đô Thành,M00107,01CN000061,1CN00277,Band 4,,HCM29,0,A,RM
1CN00972,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 1 Sài Gòn,M00108,01CN000067,1CN01319,Band 4,,HCM19,0,A,RM
1CN01045,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Khánh Hòa,M00107,01CN000038,1CN00244,Band 4,,KHO01,0,A,RM
1CN00305,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Bắc Ninh,M00107,01CN000070,1CN00060,Band 4,,BNI01,1,A,RM
1CN01242,Cộng tác viên Trung tâm Khách hàng doanh nghiệp Sài Gòn,AA052C,01CN000067,1CN01319,K,,HCM19,0,A,BO
1CN00248,Cộng tác viên Giải pháp thanh toán và quản lý tiền tệ,AA052C,01CN000064,1CN00851,K,,HSC01,0,I,BO
1CN01374,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Vũng Tàu,MJ121C,01CN000059,1CN00027,Band 2,,BRV01,0,I,RM
1CN01316,Cộng tác viên Giải pháp Chuỗi cung ứng,AA052C,01CN000016,1CN01350,K,,HSC01,0,I,BO
1CN01249,Cộng tác viên Trung tâm Phân khúc Khách hàng Doanh nghiệp,AA052C,01CN000063,1CN00043,K,,HSC01,0,I,BO
1CN00659,Chuyên viên Phân khúc Khách hàng Thương mại,MJ003C,01CN000045,1CN00546,Band 2,,HSC01,0,I,BO
1CN00595,Chuyên viên Phân khúc Khách hàng Xây dựng,MJ004C,01CN000056,1CN00676,Band 2,,HSC01,0,I,BO
1CN00328,Quyền Phó Tổng Giám đốc Ngân hàng Đối tác Chiến lược,MM020D,01CN000025,1CN00279,Band 8,,HSC01,1,A,BO
1CN01226,Giám đốc Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Cấp 1 Vũng Tàu,MJ002S,01CN000059,1CN00027,Band 4,,BRV01,0,I,RM
1CN00363,Giám đốc Quan hệ Khách hàng Doanh nghiệp Phi tín dụng Cấp 2 Trần Hưng Đạo,M00107,01CN000074,1CN01251,Band 4,,HCM40,1,I,RM
1CN01083,Chuyên viên chính Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Bình Dương,MJ120S,01CN000079,1CN00295,Band 3,,BDU01,0,I,RM
1CN00306,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Bình Dương,MJ011M,01CN000079,1CN00295,Band 5,,BDU01,1,A,TL
1CN00681,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Vốn đầu tư nước ngoài,MJ014M,01CN000057,1CN00754,Band 6,,HNO01,1,A,TL
1CN00213,Giao phụ trách Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 1,MJ026M,01CN000032,1CN01351,Band 5,,HNO01,0,A,TL
1CN00576,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 3 Miền Bắc 1,MJ161E,01CN000032,1CN00213,Band 5,,HNO01,0,A,RM
1CN00727,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 2 Miền Bắc 1,MJ162E,01CN000032,1CN00213,Band 5,,HNO01,0,A,RM
1CN00895,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 1 Miền Bắc 1,MJ163S,01CN000032,1CN00213,Band 4,,HNO01,0,A,RM
1CN00718,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 1,MK090S,01CN000032,1CN00213,Band 4,,HNO01,0,A,ARM
1CN00646,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 1,MK091S,01CN000032,1CN00213,Band 3,,HNO01,0,A,ARM
1CN00627,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 1,MK092C,01CN000032,1CN00213,Band 2,,HNO01,0,A,ARM
1CN01158,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 2,MJ026M,01CN000071,1CN01351,Band 6,,HNO01,1,A,TL
1CN00268,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 3 Miền Bắc 2,MJ161E,01CN000071,1CN01158,Band 5,,HNO01,0,A,RM
1CN00267,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 2 Miền Bắc 2,MJ162E,01CN000071,1CN01158,Band 5,,HNO01,0,A,RM
1CN00724,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 1 Miền Bắc 2,MJ163S,01CN000071,1CN01158,Band 4,,HNO01,0,A,RM
1CN00918,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 2,MK090S,01CN000071,1CN01158,Band 4,,HNO01,0,A,ARM
1CN01222,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 2,MK091S,01CN000071,1CN01158,Band 3,,HNO01,0,A,ARM
1CN01343,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Bắc 2,MK092C,01CN000071,1CN01158,Band 2,,HNO01,0,A,ARM
1CN00110,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 1,MJ026M,01CN000053,1CN00806,Band 6,,HCM01,1,A,TL
1CN00913,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 3 Miền Nam 1,MJ161E,01CN000053,1CN00110,Band 5,,HCM01,0,A,RM
1CN00866,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 2 Miền Nam 1,MJ162E,01CN000053,1CN00110,Band 5,,HCM01,0,A,RM
1CN01364,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 1 Miền Nam 1,MJ163S,01CN000053,1CN00110,Band 4,,HCM01,0,A,RM
1CN00005,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 1,MK090S,01CN000053,1CN00110,Band 4,,HCM01,0,A,ARM
1CN00779,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 1,MK091S,01CN000053,1CN00110,Band 3,,HCM01,0,A,ARM
1CN00962,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 1,MK092C,01CN000053,1CN00110,Band 2,,HCM01,0,A,ARM
1CN00293,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 2,MJ026M,01CN000048,1CN00806,Band 6,,HCM01,1,A,TL
1CN01244,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 3 Miền Nam 2,MJ161E,01CN000048,1CN00293,Band 5,,HCM01,0,A,RM
1CN00069,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 2 Miền Nam 2,MJ162E,01CN000048,1CN00293,Band 5,,HCM01,0,A,RM
1CN00852,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 1 Miền Nam 2,MJ163S,01CN000048,1CN00293,Band 4,,HCM01,0,A,RM
1CN00104,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 2,MK090S,01CN000048,1CN00293,Band 4,,HCM01,0,A,ARM
1CN01296,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 2,MK091S,01CN000048,1CN00293,Band 3,,HCM01,0,A,ARM
1CN00299,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn Miền Nam 2,MK092C,01CN000048,1CN00293,Band 2,,HCM01,0,A,ARM
1CN00002,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Đô Thành,MK015S,01CN000061,1CN00277,Band 3,,HCM29,0,A,ARM
1CN00749,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Đống Đa,MK015S,01CN000073,1CN01241,Band 3,,HNO34,0,A,ARM
1CN00387,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Bến Thành,M00107,01CN000076,1CN00767,Band 4,,HCM04,0,A,RM
1CN00227,Trưởng nhóm Kênh bán thay thế Miền Bắc,MJ001T,01CN000026,1CN01273,Band 4,,HNO20,1,I,BO
1CN00707,Trưởng nhóm Kênh bán thay thế Miền Nam,MJ001T,01CN000026,1CN01273,Band 4,,HSC02,1,I,BO
1CN00231,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Miền Nam,MJ121C,01CN000011,1CN01103,Band 2,,HCM41,0,I,RM
1CN00891,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp siêu nhỏ Miền Nam,MJ034M,01CN000011,1CN01103,Band 5,,HCM41,1,I,TL
1CN01099,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Miền Bắc,MJ121C,01CN000066,1CN00638,Band 2,,HNO20,0,I,RM
1CN00831,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp siêu nhỏ Miền Bắc,MJ034M,01CN000066,1CN00638,Band 5,,HNO20,1,I,TL
1CN01110,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Hà Nội,M00107,01CN000041,1CN00209,Band 4,,HNO17,0,A,RM
1CN00939,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp Trần Hưng Đạo,AA052C,01CN000074,1CN01251,K,,HCM40,0,A,BO
1CN00391,Giám đốc Bán hàng Ngân hàng Giao dịch Cấp 3 Miền Bắc,KF005T,01CN000052,1CN00246,Band 5,,HSC01,0,I,BO
1CN01088,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Miền Nam,MJ115C,01CN000011,1CN00891,K,,HCM41,0,I,RM
1CN00325,Chuyên viên quan hệ khách hàng doanh nghiệp khởi nghiệp Miền Bắc,MJ115C,01CN000066,1CN00831,K,,HNO20,0,I,RM
1CN00981,Giám đốc Quản lý Quan hệ khách hàng Doanh nghiệp lớn Ngành Miền Nam 2,MJ010M,01CN000075,1CN00274,Band 6,,HCM01,1,I,TL
1CN00119,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Vốn đầu tư nước ngoài Hồ Chí Minh,MJ014M,01CN000057,1CN00754,Band 6,,HCM01,1,A,TL
1CN00513,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Quảng Ninh,MJ121C,01CN000044,1CN01243,Band 2,,QNI01,0,I,RM
1CN00675,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Thành Công,M00107,01CN000034,1CN00454,Band 4,,HNO11,0,A,RM
1CN01087,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Nam Thăng Long (Times City),M00107,01CN000080,1CN01378,Band 4,,HNO02,0,A,RM
1CN00165,Cộng tác viên Trung tâm Khách hàng Doanh nghiệp siêu nhỏ Miền Nam,AA052C,01CN000011,1CN01103,K,,HCM41,0,I,BO
1CN00372,Chuyên viên Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Cần Thơ,MJ121C,01CN000022,1CN00645,Band 2,,CTH01,0,I,RM
1CN01260,Chuyên viên cao cấp Giải pháp Chuỗi cung ứng Hồ Chí Minh,MH052S,01CN000016,1CN01350,Band 4,,HSC02,0,I,BO
1CN00266,Giám đốc Bán hàng Ngân hàng Giao dịch Cấp 1 Miền Nam (Hải Châu),KF007T,01CN000052,1CN01115,Band 4,,DAN03,0,I,BO
1CN01010,Giám đốc Quan hệ Khách hàng Doanh nghiệp Siêu nhỏ Cấp 1 Miền Bắc,MJ002S,01CN000066,1CN00831,Band 4,,HNO20,0,I,RM
1CN01379,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Hải Châu,MJ011M,01CN000003,1CN00017,Band 5,,DAN03,1,A,TL
1CN00856,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 2 Hoàng Mai (Hoàng Văn Thái),M00107,01CN000072,1CN00830,Band 4,,HNO65,0,A,RM
1CN00478,Giám đốc Bán hàng Ngân hàng Giao dịch Cấp 3 Miền Nam,KF005T,01CN000052,1CN01115,Band 5,,HSC02,0,I,BO
1CN00638,Giám đốc Trung tâm Khách hàng Doanh nghiệp Siêu nhỏ Miền Bắc,MJ028M,01CN000066,1CN01229,Band 6,,HNO20,1,I,HH
1CN01103,Giám đốc Trung tâm Khách hàng Doanh nghiệp Siêu nhỏ Miền Nam,MJ033M,01CN000011,1CN00488,Band 6,,HCM41,1,I,HH
1CN00479,Giám đốc Quan hệ Khách hàng Doanh nghiệp siêu nhỏ cấp 1 Miền Bắc,MJ012S,01CN000066,1CN00638,Band 4,,HNO20,0,I,RM
1CN00736,Giám đốc Quan hệ Khách hàng Doanh nghiệp siêu nhỏ cấp 1 Miền Nam,MJ013S,01CN000011,1CN01103,Band 4,,HCM41,0,I,RM
1CN00665,Chuyên viên chính Quan hê Khách hàng Doanh nghiệp Siêu nhỏ Miền Bắc,MJ014S,01CN000066,1CN00638,Band 3,,HNO20,0,I,BO
1CN00883,Chuyên viên chính Quan hê Khách hàng Doanh nghiệp Siêu nhỏ Miền Nam,MJ015S,01CN000011,1CN01103,Band 3,,HCM41,0,I,BO
1CN00084,Giám đốc Quản lý Quan hệ Khách hàng Doanh nghiệp Gò Vấp (Nguyễn Oanh),MJ011M,01CN000060,1CN01255,Band 5,,HCM32,1,A,TL
