job_code,job_name,job_family,job_short_name,job_group_id,job_group_code,job_group_name,job_category,revenue_flag,sale_flag
MJ155E,Giám đốc Quan hệ Khách hàng Doanh nghiệp Cấp 3,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG04,RM,RM,Bussiness,1,1
MJ161E,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 3 (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG04,RM,RM,Bussiness,1,1
MJ162E,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 2 (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG04,RM,RM,Bussiness,1,1
MJ163S,Giám đốc Quan hệ Khách hàng Doanh nghiệp lớn Cấp 1 (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG04,RM,RM,Bussiness,1,1
MK001C,Chuyên viên Phòng Tăng trưởng Kinh doanh Miền Bắc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK001T,Trưởng nhóm Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Vốn đầu tư nước ngoài (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK003E,"Chuyên gia Giám sát, Thúc đẩy và Nâng cao năng lực bán (Ngân hàng Đối tác Chiến lược)","Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK006E,Chuyên gia Phát triển chuỗi và Đối tác (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK008S,Chuyên viên cao cấp Hỗ trợ Quan hệ khách hàng Doanh nghiệp lớn Ngành (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK012S,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Vốn đầu tư nước ngoài (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK013M,"Giám đốc Giám sát, Thúc đẩy và Nâng cao năng lực bán (Ngân hàng Đối tác Chiến lược)","Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK014S,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK015S,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK018E,Chuyên gia Phân tích tín dụng Khách hàng Doanh nghiệp lớn Ngành (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK019E,Chuyên gia Phân tích tín dụng Khách hàng Doanh nghiệp lớn (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK020S,Chuyên viên chính Hỗ trợ Quan hệ khách hàng Doanh nghiệp lớn Ngành (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK021C,Chuyên viên Hỗ trợ Quan hệ khách hàng Doanh nghiệp lớn Ngành (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK022M,Giám đốc Quản lý Phát triển chuỗi và Đối tác (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK023M,Giám đốc Phát triển chuỗi và Đối tác (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK026C,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp siêu nhỏ,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK027C,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp vừa (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK031C,Chuyên viên Phát triển chuỗi và Đối tác (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK032C,"Chuyên viên Giám sát, Thúc đẩy và Nâng cao năng lực bán","Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK034S,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp vừa (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK039M,Phó Giám đốc Quản lý Phát triển chuỗi và Đối tác (EB),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK044S,Chuyên viên cao cấp Phát triển chuỗi và Đối tác (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK045S,Chuyên viên chính Phát triển chuỗi và Đối tác (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK046S,"Chuyên viên cao cấp Giám sát, Thúc đẩy và Nâng cao năng lực bán (Ngân hàng Đối tác Chiến lược)","Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK049S,"Chuyên viên chính Giám sát, Thúc đẩy và Nâng cao năng lực bán (Ngân hàng Đối tác Chiến lược)","Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK050S,Chuyên viên Miền Ngân hàng Đối tác Chiến lược,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK057S,Chuyên viên cao cấp Quản lý Kinh doanh (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK058S,Chuyên viên chính Quản lý Kinh doanh (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK059C,Chuyên viên Quản lý Kinh doanh (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK061C,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK083S,Chuyên viên cao cấp Phân tích tín dụng Khách hàng Doanh nghiệp lớn Ngành (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK085S,Chuyên viên cao cấp Phân tích tín dụng Khách hàng Doanh nghiệp lớn (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK086M,Giám đốc Quản lý Kinh doanh (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK087M,Giám đốc Phòng Tăng trưởng Kinh doanh Miền Bắc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK088S,Chuyên viên cao cấp Phòng Tăng trưởng Kinh doanh Miền Bắc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK089S,Chuyên viên chính Phòng Tăng trưởng Kinh doanh Miền Bắc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MK090S,Chuyên viên cao cấp Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK091S,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK092C,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp lớn (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK113S,Chuyên viên chính Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Vốn đầu tư nước ngoài (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK118C,Chuyên viên Hỗ trợ Quan hệ Khách hàng Doanh nghiệp Vốn đầu tư nước ngoài (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG06,ARM,ARM,Bussiness,1,0
MK187M,Phó Giám đốc Phòng Tăng trưởng Kinh doanh Miền Bắc,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MM002S,Quản trị viên Ngân hàng Đối tác Chiến lược,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MM007D,Phó Tổng Giám đốc Ngân hàng Đối tác Chiến lược,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MJ033M,Giám đốc Trung tâm Khách hàng Doanh nghiệp Siêu nhỏ Miền Nam,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG03,HH,Head Hub,Bussiness,1,1
MM019C,QTV NHDN,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MM019D,Tổng Giám đốc Ngân hàng Đối tác Chiến lược,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MM020D,Phó Tổng Giám đốc Ngân hàng Đối tác Chiến lược,"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
PB001E,Chuyên gia điều phối Dự án Digital Corporate Core Banking,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB002E,Quản lý cao cấp Dự án Digital Corporation Core Banking,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB002H,Giám đốc Dự án Salesforce Transformaton,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB003C,Nhân viên Phê duyệt hạn mức và phê duyệt kích hoạt thẻ,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB003M,Giám đốc nghiệp vụ Tài trợ thương mại và tài trợ Chuỗi Dự án Digital Corporation Core Banking,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB005E,Chuyên gia cao cấp điều phối Dự án Digital Corporate Core Banking,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB006S,Chuyên viên cao cấp Phân tích Nghiệp vụ (LG),Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB006T,Trưởng nhóm Quản lý Chuyển đổi Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB009M,Giám đốc Quản lý Dự án,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB009S,Chuyên viên chính Dự án Digital Corporation Core Banking,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB010C,Chuyên viên Năng suất bán Dự án Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB011C,Chuyên viên Sáng kiến,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB011E,Chuyên gia cao cấp Quản lý chuyển đổi Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB012E,Chuyên gia Năng suất bán Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB014E,Trưởng nhóm Sáng kiến Dự án Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB014M,Giám đốc Quản lý Chuyển đổi Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB015E,Chuyên gia Mô hình bán Dự án Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB015S,Chuyên viên cao cấp Quản trị sự thay đổi (LG),Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB018E,Chuyên gia Sáng kiến,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB020M,Giám đốc Dự án Digital Corporation Core Banking,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB024M,Giám đốc Chuyển đổi cấp 1,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB024S,Chuyên viên cao cấp Triển khai chiến dịch (LG),Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB025M,Giám đốc Chuyển đổi cấp 2,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB028S,Thành viên Dự án Digital Corporation Core Banking,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB031C,Thành viên Dự án Chuyển đổi,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB052S,Thành viên Dự án (1-EB),Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB053S,Thành viên Dự án (2-EB),Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB055S,Chuyên viên cao cấp Quản lý năng lực Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB056S,Chuyên viên cao cấp Năng suất bán Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB057S,Chuyên viên cao cấp Mô hình bán Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB058S,Chuyên viên chính Quản lý chuyển đổi Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB064S,Chuyên viên cao cấp Sáng kiến,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB065S,Chuyên viên chính Sáng kiến,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
PB066S,Chuyên viên cao cấp Quản lý chuyển đổi Sales Transformation,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
QA004C,Chuyên viên Chất lượng dịch vụ và Kiểm soát tuân thủ (Ngân hàng Đối tác Chiến lược),Quản lý chất lượng,,JG01,BO,Back Office,Bussiness,0,0
QA004M,Giám đốc Chất lượng dịch vụ và Kiểm soát tuân thủ (Ngân hàng Đối tác Chiến lược),Quản lý chất lượng,,JG01,BO,Back Office,Bussiness,0,0
QA015S,Chuyên viên cao cấp Chất lượng dịch vụ và Kiểm soát tuân thủ (Ngân hàng Đối tác Chiến lược),Quản lý chất lượng,,JG01,BO,Back Office,Bussiness,0,0
QA018S,Chuyên viên chính Chất lượng dịch vụ và Kiểm soát tuân thủ (Ngân hàng Đối tác Chiến lược),Quản lý chất lượng,,JG01,BO,Back Office,Bussiness,0,0
MK005E,Chuyên gia Phân tích kinh doanh,"Kinh doanh, MKT và Sản phẩm",,JG02,FO,Front Office,Support,1,1
M00390,Chuyên gia Phát triển giải pháp Ngân hàng mở (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00391,Chuyên viên cao cấp Phát triển giải pháp Ngân hàng mở (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00392,Chuyên viên chính Phát triển giải pháp Ngân hàng mở (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00393,Chuyên viên Phát triển giải pháp Ngân hàng mở (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00394,Giám đốc Trung tâm Phân khúc và Giải Pháp (Ngân hàng Đối tác Chiến lược),"Kinh doanh, MKT và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00395,Giám đốc Phân khúc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00396,Chuyên gia Phân khúc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00397,Chuyên viên cao cấp Phân khúc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00398,Chuyên viên chính Phân khúc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00399,Chuyên viên Phân khúc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00400,Chuyên gia Phòng Tăng trưởng Kinh doanh Miền Bắc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
M00467,Chuyên gia cao cấp Phân khúc (Ngân hàng Đối tác Chiến lược),"Quản lý Kinh doanh, Marketing và Sản phẩm",,JG01,BO,Back Office,Bussiness,0,0
MM008C,Quản trị viên,Quản trị Dự án/Chương trình,,JG01,BO,Back Office,Bussiness,0,0
BC015C,Chuyên viên Quản trị Dữ liệu,Ngân hàng thương mại và tiêu dùng,,JG01,BO,Back Office,Bussiness,0,0
BC022S,Chuyên viên cao cấp Quản trị Dữ liệu,Ngân hàng thương mại và tiêu dùng,,JG01,BO,Back Office,Bussiness,0,0
M00389,Chuyên gia Quản trị Dữ liệu (Khối Quản trị và Hỗ trợ Vận hành),Ngân hàng thương mại và tiêu dùng,,JG01,BO,Back Office,Bussiness,0,0
BC023S,Chuyên viên chính Quản trị Dữ liệu,Ngân hàng thương mại và tiêu dùng,,JG01,BO,Back Office,Bussiness,0,0
FA010C,Chuyên viên Báo cáo quản trị,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA017S,Chuyên viên cao cấp Báo cáo quản trị,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA018S,Chuyên viên chính Báo cáo quản trị,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA042M,Giám đốc Phòng Quản lý Ngân sách Miền Bắc,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC007C,Chuyên viên Quản lý Hiệu suất Khối Chiến lược và Đổi mới sáng tạo (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC051M,Giám đốc Quản lý Hiệu suất Khối Chiến lược và Đổi mới sáng tạo (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC055S,Chuyên viên cao cấp Quản lý Hiệu suất Khối Chiến lược và Đổi mới sáng tạo (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC056S,Chuyên viên chính Quản lý Hiệu suất Khối Chiến lược và Đổi mới sáng tạo (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00135,Chuyên gia Quản lý Hiệu suất Khối Chiến lược và Đổi mới sáng tạo (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC022M,Giám đốc Quản lý Hiệu suất Ngân hàng Quản lý Tín dụng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00131,Chuyên gia Quản lý Hiệu suất Ngân hàng Quản lý Tín dụng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC023S,Chuyên viên cao cấp Quản lý Hiệu suất Ngân hàng Quản lý Tín dụng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC024S,Chuyên viên chính Quản lý Hiệu suất Ngân hàng Quản lý Tín dụng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC025C,Chuyên viên Quản lý Hiệu suất Ngân hàng Quản lý Tín dụng (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC026C,Nhân viên Quản lý Hiệu suất Khách hàng chiến lược,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00139,Chuyên gia Trung tâm Mua sắm và Đấu thầu Miền Nam Ngân hàng Bán lẻ (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC005C,Chuyên viên Trung tâm Mua sắm và Đấu thầu Miền Nam Ngân hàng Bán lẻ (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC004S,Chuyên viên chính Trung tâm Mua sắm và Đấu thầu Miền Nam Ngân hàng Bán lẻ (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FC003S,Chuyên viên cao cấp Trung tâm Mua sắm và Đấu thầu Miền Nam Ngân hàng Bán lẻ (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00065,Chuyên gia Kế toán thuế và hậu kiểm,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00140,Chuyên gia Quản lý Hiệu suất Ngân hàng Định chế Tài chính (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00141,Chuyên gia Quản lý Hiệu suất Ngân hàng Đối tác Chiến lược (Khối Quản trị và Hỗ trợ Vận hành),Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00359,Chuyên gia Thanh khoản và Tối ưu hóa Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00360,Chuyên gia Báo cáo và Phân tích dữ liệu Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00361,Chuyên viên cao cấp Báo cáo và Phân tích dữ liệu Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00362,Chuyên viên chính Báo cáo và Phân tích dữ liệu Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
M00363,Chuyên viên Báo cáo và Phân tích dữ liệu Bảng cân đối,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
AA008C,Trợ lý Giám đốc Khối Quản trị và Hỗ trợ Vận hành,"Hành chính, Trang thiết bị & Thư ký",,JG01,BO,Back Office,Bussiness,0,0
AA009C,,"Hành chính, Trang thiết bị & Thư ký",,JG01,BO,Back Office,Bussiness,0,0
FA013C,Chuyên viên Kế toán chi tiêu,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA014C,Nhân viên Kế toán chi tiêu,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA027C,Chuyên viên Kế toán thuế và hậu kiểm,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA028C,Nhân viên Kế toán thuế và hậu kiểm,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA034C,Chuyên viên Chính sách Kế toán và Tham số,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA035C,Nhân viên Chính sách kế toán,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA040C,Chuyên viên Báo cáo tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA041C,Nhân viên Báo cáo tài chính,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA046C,Chuyên viên Đối soát,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA047C,Nhân viên Đối soát,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA052C,Chuyên viên Kế toán tổng hợp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA053C,Nhân viên Kế toán tổng hợp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA069C,Chuyên viên Báo cáo thống kê,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA001E,Chuyên gia Kế toán tổng hợp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA004E,Chuyên gia Chính sách Kế toán và Tham số,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA007M,Giám đốc Trung tâm Nhân sự và Đào tạo Cấp 3,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA008M,Giám đốc Kế toán chi tiêu,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA009M,Giám đốc Chính sách Kế toán và Tham số,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA010M,Giám đốc Đối soát,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA022M,Giám đốc Kế toán thuế và hậu kiểm,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA029M,Giám đốc Kế toán tổng hợp,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA054M,Giám đốc Kế toán Chi tiêu và Thuế,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA001S,Kiểm soát viên Kế toán chi tiêu Cấp 2,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA007S,Kiểm soát viên Kế toán thuế và hậu kiểm Cấp 2,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA008S,Kiểm soát viên Báo cáo thống kê và đối soát cấp 2,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA010S,Chuyên viên cao cấp Kế toán chi tiêu,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA011S,Kiểm soát viên Kế toán chi tiêu Cấp 1,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA012S,Chuyên viên chính Kế toán chi tiêu,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA020S,Chuyên viên cao cấp Báo cáo thống kê,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA021S,Chuyên viên chính Báo cáo thống kê,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA024S,Chuyên viên cao cấp Kế toán thuế và hậu kiểm,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
FA025S,Kiểm soát viên Kế toán thuế và hậu kiểm Cấp 1,Tài chính,,JG01,BO,Back Office,Bussiness,0,0
